A,AALLN,AAPL,ABBNVX,ABC,ABESM,ABIBB,ABT,ABXCN,ACAFP,ACEIM,ACFP,ADENVX,ADM,ADNA,ADP,ADSGR,AEGON,AES,AET,AFG,AGRBK,AGSBB,AIFP,AIG,AIRFP,AKZANA,ALL,ALLRNV,ALLY,ALOFP,ALPHA,ALVGR,AMAT,AMGN,AMT,AMXLMM,AMZN,AN,ANGSJ,ANTM,ANZ,APD,ARW,ASABRE,ASML,ASSABS,ASSGEN,ATCOA,ATLIM,AUCHAN,AVB,AVLN,AVT,AVY,AXASA,AXP,AZN,AZO,BA,BAC,BACR,BACRED,BALN,BAMACN,BASGR,BATSLN,BAX,BAYNGR,BBDBCN,BBVAR,BBVASM,BBY,BCECN,BCHINA,BCJAF,BCPPL,BDX,BERTEL,BFCM,BHI,BK,BKIASM,BKIR,BKTSM,BLL,BMW,BMY,BNFP,BNFPL,BNKEA,BNP,BNSF,BPLN,BRK,BSX,BWA,BYLAN,C,CAFP,CAG,CAH,CAIXAB,CAPFP,CAR,CARGIL,CAT,CB,CBAAU,CCB,CCI,CDBLFD,CDEL,CECGR,CHMFRU,CHUGEP,CI,CITLTD,CITNAT,CITOH,CJRAIL,CL,CLX,CMACG,CMCSA,CMI,CMZB,CNA,CNALN,CNHI,CNOOC,CNP,CNQCN,CNRCN,CNUNZ,COF,COFP,COMQAT,CONGR,COP,COST,COXENT,CPB,CPGLN,CPT,CS,CSCO,CSX,CTVA,CVS,CVX,CXGD,D,DAIGR,DAIWA,DAL,DANBNK,DB,DBHNGR,DBOERS,DE,DEPFA,DEVOBA,DGELN,DGFP,DGX,DHI,DHR,DNBNO,DOV,DOW,DPWDU,DPWGR,DRI,DSM,DT,DTE,DVN,DXC,DZBK,EBIUH,ED,EDF,EDPPL,EIBKOR,EJRAIL,EMN,EMR,ENBCN,ENBW,ENELIM,ENFP,ENGALL,ENGIFP,ENIIM,EOANGR,EOFP,EOG,EQIX,EQNR,ERICB,ERSTBK,ET,ETEGA,ETN,ETR,EUROB,EVKGR,EWE,EXPE,F,FABUH,FCAIM,FCGNZ,FDX,FFHCN,FLEX,FMEGR,FREGR,FRFP,FRT,FTI,FUMVFH,GALPPL,GAZPRU,GD,GE,GFCFP,GIS,GLW,GM,GMGAU,GMT,GP,GS,GSK,GT,HAL,HAS,HCOB,HD,HEIANA,HEIGR,HENKEL,HES,HESLAN,HIG,HMSOLN,HNDA,HOFP,HON,HOTGR,HPQ,HRB,HSBC,HSECN,HSY,HTOGA,HUM,HUN,HYNMTR,HYSAN,HYUELE,IAGLN,IBESM,IBM,ICICI,IGT,IMBLN,INDKOR,INEGRP,INTC,INTNED,INTU,INVSA,IP,IPG,ISPIM,ISRELE,ISSDC,ITVLN,ITW,JAPTOB,JCI,JNJ,JNPR,JPM,JWN,K,KANSEL,KBCBB,KERFP,KIAMTR,KIM,KMB,KMI,KO,KORELE,KOROIL,KPN,KR,KSS,L,LBBW,LDOIM,LEN,LEVI,LGEN,LGFP,LH,LHAGR,LHNVX,LIFP,LIFUNG,LLY,LMT,LNC,LOUDRE,LOW,LOXAM,LRFP,LUKOIL,LUV,LXSGR,MAR,MARUB,MAS,MASQUH,MATSEL,MCD,MCFP,MCK,MDC,MDLZ,MET,METSO,MHK,MITCO,MITSRE,MIZUHO,MLM,MMBFP,MMC,MMM,MMP,MO,MONTE,MOS,MPLX,MQGAU,MRK,MRKGR,MRO,MS,MSFT,MSI,MSINS,MTNA,MUBAUH,MUV2.DE,MWDP,NAB,NBL,NDASS,NDB,NEE,NEM,NESNVX,NGGLN,NI,NKE,NNGRNV,NOC,NOKIA,NOMURA,NOVBNC,NOVNVX,NRG,NRUC,NSANY,NSC,NTGYSM,NTT,NUE,NVFVES,NVR,NWG,NWIDE,OC,OCBCSP,ODGR,OKE,OMC,ORAFP,ORCL,ORIX,ORSTED,PAA,PEAK,PEMEX,PEP,PETBRA,PETMK,PEUGOT,PFE,PG,PGR,PHIANA,PHM,PKG,PM,PNC,POHANG,PPG,PROXBB,PRU,PRUFIN,PSMGR,PUBFP,PXD,QBEAU,R,RABOBK,RBIAV,RBOSGR,RCICN,RDSALN,REESM,REG,RELLN,RENAUL,REPSM,RIFP,RILIN,RL,ROSNRM,RSG,RTOLN,RTX,RWE,RXLFP,SABIC,SABSM,SAMBA,SANFP,SANSCF,SANTAN,SANUK,SANUSA,SAPSJ,SBERRU,SBIIN,SCANIA,SCBGER,SCBNOR,SCHW,SCMNVX,SCOR,SDFGR,SEB,SEE,SESGFP,SFD,SFRFP,SGOFP,SGTOPT,SHBASS,SHIMAO,SHNHAN,SHW,SIBNEF,SIEGR,SJNKI,SKENER,SKM,SLB,SLG,SMINLN,SO,SOCGEN,SOFTBK,SOLBBB,SPGI,SPLLLC,SRE,SSELN,STANLN,STEDIN,STENA,STERV,STLA,STOAU,STSP,STYRO,STZ,SUCN,SUFP,SUMI,SUMIFL,SUNAU,SUNHUN,SWEDA,SWFP,SWIRE,SWK,SYNNVX,SYY,SZUGR,T,TAP,TCKBCN,TCN,TD,TDCDC,TELEFO,TELIAS,TELNO,TELVIS,TEVA,TGT,TITIM,TJX,TKAAV,TKAGR,TLSAU,TOTAL,TOYOTA,TOYOTS,TRICN,TRV,TSCOLN,TSN,TT,TTEFP,TTMTIN,TXN,TXT,UBIIM,UCGIM,UDR,UHS,ULFP,UNBC,UNH,UNIIM,UNILAB,UNM,UNP,UPCB,UPMFH,UPS,URI,USB,UU,VALEBZ,VATFAL,VERAV,VFC,VIAC,VIEFP,VIVFP,VLO,VLVY,VMC,VOD,VW,VZ,WEC,WELL,WESAU,WFC,WHR,WKLNA,WM,WMB,WMT,WOORIB,WPLAU,WSTP,WU,WY,XL,XOM
86.35,158.8875,23.6,29.005,41.9,96.56,51.5275,23.8,190.915,68.905,76.435,75.94,53.115,40.0625,66.245,14.2775,61.32,72.3225,251.34750000000005,24.355,166.555,102.028,71.00999999999999,30.205,48.9,48.835,61.175,23.067500000000003,58.8025,174.35250000000002,52.94,854.2,33.28,97.8125,31.375,155.88,98.605,49.86,466.985,335.20500000000004,40.92,63.9,46.1675,69.435,29.37,153.6375,51.4525,74.435,55.55,61.435,47.0475,48.85,59.65,77.85749999999999,177.29,59.0325,41.675,30.535,36.9275,19.785,67.705,68.115,108.305,49.7525,137.2,32.917500000000004,39.97,20.2775,31.32,353.475,74.455,74.455,254.1025,54.31,120.26,93.3625,274.7,54.95,37.9075,64.9,39.5625,42.370000000000005,91.765,171.67000000000002,88.5025,97.45,36.807500000000005,15.7025,51.7975,194.1975,149.24,67.10249999999999,15.2075,82.5325,55.2925,66.91499999999999,54.0,77.005,75.1625,66.7825,53.94,25.355,178.265,70.35749999999999,248.7225,45.555,55.455,19.0325,65.04249999999999,167.05,259.21000000000004,115.3,126.2,133.7175,400.005,78.64,29.8725,131.0,66.9,68.0375,21.4,21.76,62.932500000000005,888.6300000000001,30.37,32.8825,82.375,59.9725,58.28,194.115,88.5,44.557500000000005,210.0275,15.6925,192.62,48.1525,91.945,80.14500000000001,55.89,50.6175,17.4825,39.68,53.9375,27.075000000000003,90.62,54.0525,29.9,17.2725,43.145,18.1725,33.3,233.69,37.3875,36.235,77.25,267.97,77.28,77.875,24.9,59.7875,41.385,303.83000000000004,167.62,40.28,72.205,90.685,169.57999999999998,40.395,62.226,50.4025,86.7625,209.995,24.9,153.5575,48.77,42.697500000000005,48.11,120.6775,115.485,75.9,175.41,36.665,58.365,139.735,57.8,22.1,83.1875,45.4,233.795,51.9975,83.41,62.4175,48.435,41.760000000000005,80.9,62.8675,291.56,65.83500000000001,528.005,57.8975,44.805,157.22,466.93,857.69,50.1775,64.625,938.8875,55.21,54.835,84.9875,100.33,67.1,226.245,65.0,42.985,145.37,434.0,82.06833333333333,83.2325,58.5275,70.595,153.48000000000002,52.245,315.44500000000005,681.685,19.285,59.4725,64.0925,31.880000000000003,42.86,155.5375,114.91,95.145,44.1375,84.0625,32.557500000000005,208.5125,81.375,78.045,193.225,20.9475,38.7975,105.305,24.0375,153.88,58.405,63.535,53.3325,41.76,49.3275,16.27,146.7125,69.4325,154.106,52.16,151.575,35.895,418.4825,55.932500000000005,228.6,76.33500000000001,110.68,233.685,237.0325,73.9025,43.41,180.05,450.155,64.77000000000001,74.595,604.17,30.375,58.64,68.715,54.9,69.4075,67.3675,90.3775,253.075,79.445,110.76,30.380000000000003,25.0,50.4025,13.1875,99.88,62.845,42.86,60.4425,80.825,65.685,58.6525,77.14,67.84,22.785,144.0775,25.2725,70.33500000000001,85.0,78.595,37.9875,105.525,49.59,61.505,164.54000000000002,210.03,278.7775,52.42,62.9125,132.055,125.7525,62.9125,61.0225,125.29,23.7975,16.27,70.375,213.51,19.28,355.005,64.74000000000001,623.77,54.9375,105.635,41.9925,99.16,143.5375,220.97,41.645,41.4625,33.0275,23.3075,163.22250000000005,33.9025,67.8725,65.825,78.375,48.2525,33.025000000000006,43.3,85.2525,145.8675,18.2725,15.7325,112.68,34.4025,247.335,34.28,354.88166666666666,186.1375,20.2925,44.635,148.975,82.5775,24.1,74.8675,25.23,277.22,74.4,37.825,110.3475,64.0025,143.17000000000002,61.7825,104.3,83.35249999999999,171.635,21.1575,42.405,61.774,21.8,57.5825,16.28,128.9425,96.51,390.84,19.205,377.7025,34.945,37.2625,16.275,73.025,19.8,65.595,368.835,125.19,83.20750000000001,52.260000000000005,118.29,233.1,77.41749999999999,203.3175,30.395,48.18,35.365,70.9,75.935,112.5175,75.78999999999999,176.4725,40.905,464.625,94.9125,234.6475,16.259999999999998,17.21,54.06,45.38,160.2625,75.5575,31.965,64.605,65.93,37.9025,94.935,57.9225,57.9225,94.7525,48.805,169.8475,132.62,41.49,46.63,248.8725,58.697500000000005,58.9525,60.9075,86.05,133.39,40.9525,102.455,120.88,58.9775,162.485,64.95500000000001,755.425,45.4175,64.225,29.895,74.625,198.8925,105.17,130.94,85.14,30.8,79.64,79.64,79.64,79.64,412.375,606.89,169.01999999999998,28.875,79.64,79.64,38.785,37.4625,61.68,105.525,51.42,152.58499999999998,54.62,178.0075,321.1675,72.73750000000001,74.9525,44.875,622.665,65.605,26.845,595.73,35.057500000000005,26.135,90.45,65.44,45.4,148.265,72.83500000000001,45.955,93.08,181.71,53.6775,60.84,480.1166666666666,30.8875,85.26750000000001,99.1125,71.63499999999999,547.7125,135.4425,234.6475,340.1,43.56,604.17,101.4125,107.295,39.3125,71.0325,76.295,82.33500000000001,107.97,57.0375,43.86,116.465,65.0325,31.37,56.745,130.4375,75.31,70.43,282.2875,41.65,75.185,79.5175,77.41749999999999,34.2875,34.17,135.06,77.775,31.675,161.23250000000002,29.075000000000003,60.24,162.3475,49.9775,56.905,27.4,56.25,66.63,26.3275,193.9675,68.92,44.47,56.905,151.4375,39.465,73.89750000000001,107.195,124.955,86.22999999999999,142.3775,54.65,74.295,25.355,109.5,565.935,87.85,15.25,224.2925,116.305,16.775,240.38,58.81,84.045,58.5275,48.2625,61.525,28.270000000000003,58.5,64.51249999999999,41.825,136.41250000000002,79.815,142.2375,67.72,47.0675,72.86500000000001,29.87,68.8375,61.0775,48.1,56.895,43.4575,55.3925,231.405,13.22,71.6,107.0775,65.135,136.655,43.73,29.3475,22.6
91.562,166.829,23.251,29.04,42.092,97.9,52.57000000000001,24.39,189.257,73.702,96.743,77.38,52.919,40.337,67.71,13.635,62.718,78.30799999999999,263.25,25.962,162.987,102.028,73.35,29.969,50.233,61.273,61.4,23.397,54.470000000000006,180.09,58.242,851.8149999999999,34.704,97.93,32.648,158.868,102.778,49.86,447.176,343.448,40.186,69.55199999999999,45.85,78.94300000000001,29.644,153.6375,52.35,82.118,56.286,64.164,46.855,51.146,62.343,87.28999999999999,171.137,60.986,43.265,30.771,38.299,23.599,68.978,68.115,114.093,54.92999999999999,140.448,32.905,41.175,21.263,31.437,355.004,85.96700000000001,85.96700000000001,256.713,45.321,129.878,102.494,279.095,56.318000000000005,38.32899999999999,64.83200000000001,41.164,43.34,94.241,172.805,93.949,100.534,37.894,16.688,52.452,207.19700000000003,154.947,70.061,15.612,87.067,56.513,65.683,56.672,78.337,77.53099999999999,67.211,59.535,27.288,178.265,59.031000000000006,267.375,45.429,60.466,18.326,69.239,167.05,254.57800000000003,123.672,123.277,141.394,412.792,81.42999999999999,30.624,131.0,68.51599999999999,72.61,21.814,22.524,62.20399999999999,884.052,33.011,34.015,84.029,59.011,59.459,209.886,92.528,45.695,222.243,16.141,187.603,49.795,93.669,82.0,57.189,52.126,16.974,40.82,64.52000000000001,28.018,93.492,57.66,30.981,18.68,47.31,18.594,40.155,229.283,37.959,37.693,79.636,260.22200000000004,78.964,77.76700000000001,24.143,57.24300000000001,43.056,311.058,173.026,41.794,73.86,92.574,173.332,40.378,62.226,50.391000000000005,94.521,217.403,25.247,154.164,50.523,42.973,49.872,119.16,130.207,78.94200000000001,179.416,37.523,60.146,144.953,60.32000000000001,22.168,89.976,45.392,258.411,53.534000000000006,89.67699999999999,61.4,50.732000000000006,43.851,85.579,64.63,291.56,71.535,528.005,59.626,46.165000000000006,170.757,466.93,855.692,50.073,64.827,936.261,58.2,53.672,88.34,110.384,69.837,235.242,65.0,44.765,150.026,434.0,82.06833333333333,83.41900000000001,60.042,72.272,154.144,53.33,336.243,770.028,18.603,61.398,63.289,34.027,44.665,159.583,124.343,99.263,43.737,87.65,32.577,208.715,86.005,80.413,197.525,21.635,38.747,105.459,24.688,160.391,59.341,64.764,54.388,38.391,52.524,16.221,143.041,75.17,154.106,55.526,160.507,37.589,469.746,57.078,228.6,77.974,114.236,238.646,237.715,80.352,45.155,185.736,450.155,65.873,74.766,608.457,30.997,60.348,65.752,46.788,71.764,68.60799999999999,95.935,266.811,82.843,111.628,30.339,26.880000000000003,50.396,12.747,95.611,66.304,44.096,66.651,85.17999999999999,68.737,59.264,78.84,68.788,22.765,157.81900000000002,29.008000000000003,69.30999999999999,85.0,83.224,37.854,111.918,48.448,62.83,172.987,211.21,289.085,53.105,64.043,131.84,124.941,64.043,62.503,127.848,24.987,16.868000000000002,72.253,222.765,19.999,355.005,65.96900000000001,722.362,58.85699999999999,110.561,44.256,99.258,142.108,228.07,42.673,44.42,33.77,25.378,163.124,37.721,68.745,67.13799999999999,76.737,52.43300000000001,35.120999999999995,43.3,85.856,144.632,17.718,14.734,118.384,36.648,263.779,35.442,354.88166666666666,195.506,20.27,44.196000000000005,154.68800000000002,84.929,25.403,79.715,25.878,289.197,73.88399999999999,41.064,100.136,69.622,152.04000000000002,68.15799999999999,107.61,85.31899999999999,165.88299999999998,20.881,43.413,61.774,22.691,59.08,16.868000000000002,131.255,99.102,375.597,19.993,387.804,37.967,37.116,17.233,80.38300000000001,20.139,66.308,407.087,127.748,92.789,49.589,112.332,233.1,81.889,230.406,33.569,49.375,33.257,68.22200000000001,76.78,111.951,79.021,182.98,43.441,512.236,111.305,245.817,16.915,19.017000000000003,55.356,46.264,156.465,77.164,31.875,61.73199999999999,69.452,38.062,94.976,58.612,58.612,100.747,48.386,173.222,141.58800000000002,43.783,48.081,254.746,31.889,58.877,62.226,89.074,137.64,40.996,105.299,131.506,59.689,170.84300000000002,62.064,844.915,49.381,64.898,28.741,79.52000000000001,201.263,110.772,135.46099999999998,87.184,30.667,86.08,86.08,86.08,86.08,430.941,727.929,174.436,29.297000000000004,86.08,86.08,38.907,37.888,65.586,111.918,52.61,158.33800000000002,53.723,188.705,340.904,72.595,80.739,46.733,630.2560000000001,67.149,26.561,673.178,37.387,26.724,95.03,66.832,47.082,152.987,67.361,47.1,99.325,192.651,55.492,61.69199999999999,480.1166666666666,34.190999999999995,89.953,105.785,73.558,567.318,137.261,245.817,340.1,44.406,608.457,101.374,134.132,35.122,75.392,74.82300000000001,84.328,110.609,58.626,43.237,119.21,67.393,30.373,53.151,141.151,78.056,67.89500000000001,305.956,40.556,71.267,79.024,81.889,33.864999999999995,33.783,137.98600000000002,77.745,32.17100000000001,167.991,30.299,62.59,168.022,53.333000000000006,59.724,27.802,57.965,68.02000000000001,26.944,197.87,71.921,48.04,59.724,158.125,36.967,75.73299999999999,122.177,134.209,88.938,143.669,58.733,73.694,26.209,108.925,574.2479999999999,88.25,16.181,232.397,115.951,16.975,275.475,60.31700000000001,87.068,60.042,48.726,61.577,30.578,60.969,66.21000000000001,42.635000000000005,140.135,80.667,151.527,70.37899999999999,49.731,73.611,30.554,70.426,63.835,50.112,59.2,43.212,55.341,237.153,14.126,73.28,111.822,69.627,147.072,44.556,28.143,26.916
94.622,183.381,23.773,28.383,41.707,98.984,53.04,24.715,190.903,71.28,97.267,81.188,52.412,40.347,67.735,13.672999999999998,62.488,76.803,276.928,25.423,163.174,102.028,72.424,29.35,51.271,62.83,60.209,23.415,54.16,175.12,59.799,805.054,34.244,96.507,33.986000000000004,158.372,115.558,49.86,448.926,341.574,41.905,71.88,45.449,84.52000000000001,32.216,153.6375,52.268,80.088,56.268,63.286,46.347,51.161,60.537,94.204,171.464,58.783,41.351,30.679,38.216,24.015,74.383,68.115,110.231,55.574,141.93,32.908,40.24,20.43,31.606,421.709,86.083,86.083,260.13800000000003,45.437,133.759,94.06,273.323,56.84,38.119,58.056,38.94,43.83,102.357,174.019,94.608,103.33599999999998,39.593,14.879,51.759,195.681,154.152,67.112,15.684,87.288,58.051,61.69199999999999,59.337,73.582,83.949,65.68199999999999,61.471,26.834000000000003,178.265,58.85,255.215,45.444,64.627,17.227,73.00899999999999,167.05,255.784,126.051,121.49,133.37,417.382,82.772,30.598000000000003,131.0,72.32000000000001,75.513,22.928,22.752,60.387,876.8,33.497,34.620999999999995,81.02000000000001,59.249,61.659000000000006,215.279,92.631,51.333000000000006,225.337,15.704,187.349,49.299,95.664,82.852,56.96,58.635000000000005,18.237,38.755,69.93100000000001,28.087,92.536,56.845000000000006,31.628,19.014,50.854,18.362,36.895,224.438,36.007,38.846,79.495,259.158,76.97999999999999,74.854,23.153,57.404,44.263,302.034,172.89,40.728,72.909,91.788,179.697,40.448,62.226,50.463,93.296,216.279,25.26,147.497,50.647000000000006,42.677,50.774,117.482,136.417,80.55600000000001,178.882,37.731,60.173,141.526,68.75999999999999,21.652,88.44,45.392,289.389,52.67999999999999,90.86,61.487,50.81,43.959,86.78999999999999,64.213,291.56,62.889,528.005,56.06,45.405,175.696,466.93,839.9350000000001,49.97,65.714,873.201,59.28,53.926,92.314,112.869,69.66900000000001,229.395,65.0,44.975,149.804,434.0,82.06833333333333,83.74100000000001,60.583000000000006,72.974,152.459,53.569,339.374,779.229,19.175,62.89200000000001,63.291,39.979,48.407,163.439,126.095,102.016,43.694,92.253,33.057,214.189,86.741,81.691,189.831,20.231,38.206,102.774,25.212,168.792,57.66799999999999,67.399,54.259,39.384,50.64,15.65,139.298,78.066,154.106,56.365,166.88299999999998,37.947,425.374,58.23,228.6,79.064,113.408,239.872,237.579,79.24,50.397000000000006,185.516,450.155,65.977,75.09,596.452,32.826,58.60699999999999,66.981,47.470000000000006,72.155,63.596,95.065,274.762,81.407,108.499,30.535000000000004,26.856,50.537,12.385,95.87,72.12,44.3,72.349,84.848,66.373,58.501,89.316,67.894,23.267000000000003,161.96300000000002,32.375,68.148,85.0,87.696,35.688,113.165,53.98,63.220000000000006,174.401,217.861,284.678,53.651,65.39099999999999,131.84,120.13,65.39099999999999,61.376,128.634,24.93,16.962,73.287,227.646,21.034,355.005,66.551,778.008,62.84400000000001,113.387,44.811,97.387,141.615,238.22,43.507,44.893,33.413,25.001,153.962,39.428,70.527,67.338,78.227,53.211,34.699,43.3,83.819,144.461,17.72,14.729,126.264,37.499,269.02000000000004,36.014,354.88166666666666,206.028,20.459,43.533,169.342,87.897,23.789,84.643,26.130000000000003,308.985,73.94,39.415,97.228,72.83099999999999,157.243,68.088,107.5,86.148,162.445,20.84,43.784000000000006,61.774,22.693,59.779,16.957,122.408,97.053,332.889,20.43,376.915,35.65,37.819,16.688,79.72200000000001,20.08,72.79400000000001,406.744,128.534,88.819,49.525,113.324,233.1,82.33500000000001,241.082,34.709999999999994,50.585,29.94,64.911,81.88199999999999,119.027,78.187,188.123,46.588,484.6,135.928,238.819,16.241,19.208,55.96,47.152,157.687,77.795,31.808,56.909000000000006,75.088,37.792,95.387,60.67100000000001,60.67100000000001,100.879,47.69,179.044,147.63600000000002,42.757,45.975,272.756,30.898000000000003,58.035,58.662,90.604,137.418,40.557,106.806,141.127,59.95,178.711,62.346,849.628,50.515,64.365,28.804,81.231,197.739,115.806,135.64,88.08399999999999,30.111,84.815,84.815,84.815,84.815,455.023,771.9190000000001,174.01,30.309000000000005,84.815,84.815,38.91,37.513,66.168,113.165,52.115,166.61700000000002,53.237,195.762,335.153,73.405,83.388,45.944,632.48,73.773,21.588,681.3140000000001,37.092,26.934,101.344,79.86600000000001,49.575,152.799,67.761,47.576,93.979,206.764,57.428,61.91,480.1166666666666,32.756,90.615,102.057,74.299,590.83,132.625,238.819,340.1,45.92,596.452,96.472,130.73399999999998,35.465,76.792,77.221,85.166,111.875,57.397000000000006,42.693,120.488,66.618,30.257,49.661,143.645,78.178,67.856,380.06,40.508,67.122,79.435,82.33500000000001,34.59,33.844,148.496,77.515,30.880000000000003,168.477,29.086,65.70899999999999,176.82,55.51800000000001,56.919,28.717,58.491,68.464,27.317,188.824,74.619,47.67,56.919,156.94,35.116,75.509,119.315,136.33499999999998,88.822,142.67000000000002,57.871,75.087,26.818,112.165,560.281,88.561,15.482,231.526,109.066,16.122999999999998,277.236,57.934000000000005,88.60499999999999,60.583000000000006,49.52,61.58,30.439,58.149,64.265,42.008,149.66,85.112,154.56400000000002,71.465,52.198,69.989,30.74,70.716,65.37899999999999,53.249,57.214,42.936,55.703,249.054,13.077000000000002,83.356,115.795,72.785,148.533,44.03,28.724,30.93
91.786,186.235,19.979,28.756,42.149,96.122,51.748000000000005,24.929,165.939,66.95,96.169,75.76599999999999,50.085,40.294,65.033,13.497,60.698,68.965,275.61,23.785000000000004,161.716,102.028,70.536,28.689,52.685,61.63,57.909000000000006,21.928,53.865,169.577,59.69199999999999,784.993,31.874,81.214,33.565,159.274,113.632,49.86,440.378,317.844,41.326,71.749,45.422,80.974,32.072,153.6375,52.34400000000001,72.31,56.28099999999999,58.663,43.657,50.607,57.3,89.923,168.882,56.337,39.844,29.591,38.872,23.284,75.827,68.115,103.026,50.651,140.334,30.29,37.919,20.038,29.768,577.4449999999999,78.69,78.69,267.219,48.774,131.00799999999998,80.877,266.016,58.24400000000001,36.489,56.13,40.943,43.382,100.517,168.01,91.22,102.868,41.526,14.948,48.873000000000005,170.564,150.06799999999998,62.725,15.587,81.692,58.89,60.959,59.341,71.882,87.26,59.426,62.989,25.621,178.265,58.866,253.481,45.377,62.58200000000001,16.628999999999998,71.251,167.05,253.571,123.448,121.34,120.811,411.056,80.47200000000001,29.563,131.0,75.674,78.08,22.403,22.832,59.163,853.7,32.238,34.318,75.897,59.75,61.26899999999999,212.212,87.731,50.415,216.532,15.826,185.898,49.116,93.857,81.95,53.177,60.38,18.035,38.395,71.295,26.345,89.744,55.20700000000001,31.441000000000003,18.494,48.355,17.301,38.123000000000005,225.51,35.204,39.725,77.643,260.403,77.015,69.689,22.758,56.391,43.649,293.175,168.81199999999998,36.762,67.387,87.693,198.495,40.475,62.226,50.483,89.963,205.917,25.195,143.352,50.099,41.837,47.828,107.449,130.349,81.881,174.69,37.07899999999999,58.354,131.031,69.947,22.172,86.42999999999999,45.37,307.521,50.269,83.75699999999999,57.087,49.8,43.02,82.08,61.753,291.56,62.798,528.005,51.41799999999999,43.098,193.329,466.93,853.7360000000001,49.881,65.898,841.4309999999999,58.864,52.264,92.044,109.923,67.626,212.731,65.0,44.464,147.98399999999998,434.0,82.06833333333333,81.076,56.30800000000001,72.124,145.90900000000002,52.295,321.261,728.719,18.761000000000003,62.446000000000005,60.411,52.855,47.64,160.074,124.391,101.091,43.288,93.21,32.06,221.873,80.485,83.661,185.383,19.16,34.563,96.477,22.528,169.53199999999998,57.523,67.752,51.80800000000001,37.987,48.168,14.744,121.613,74.936,154.106,55.761,168.427,39.151,390.026,57.298,228.6,79.115,110.272,234.022,228.696,73.921,51.25599999999999,180.592,450.155,63.886,81.99199999999999,554.3439999999999,32.383,55.607000000000006,66.961,47.525,69.327,67.888,87.46700000000001,278.973,78.071,102.227,30.541,27.496,50.525,12.431,94.184,74.849,43.09,79.209,84.785,61.357000000000006,55.113,93.098,67.205,25.15,158.473,31.259,67.79400000000001,85.0,83.518,35.093,109.007,56.297,62.588,155.737,228.064,279.586,51.981,64.272,131.98899999999998,108.066,64.272,59.012,124.804,25.177,16.773,77.61800000000001,218.795,18.527,355.005,65.85499999999999,713.399,61.327,107.923,43.846,94.872,137.81400000000002,247.84,45.957,43.04,30.815,24.109,159.68099999999998,41.803,73.17699999999999,69.642,77.269,51.95700000000001,34.832,43.3,81.08,143.455,17.171,14.71,120.23,36.265,267.848,35.715999999999994,354.88166666666666,196.395,20.618,42.06,180.845,86.404,25.921,81.339,25.798,302.81800000000004,71.674,36.474,89.365,71.816,162.247,66.759,104.988,85.084,140.757,19.733,42.25,61.774,22.634,56.38,16.229,112.781,95.462,329.73,20.723000000000003,372.401,34.805,37.78,16.296,74.32300000000001,20.29,74.607,397.928,124.704,82.633,47.641,107.314,233.1,74.438,248.354,34.445,49.481,31.25,65.89,75.642,111.454,77.95700000000001,195.391,46.113,481.43,146.29000000000002,216.209,15.904999999999998,18.982,55.364,46.384,156.799,77.624,31.621,56.607000000000006,80.964,37.123000000000005,94.906,60.485,60.485,101.895,46.095,163.173,142.033,43.003,43.623000000000005,342.929,31.198,58.68000000000001,52.929,88.092,134.126,39.349,100.487,130.052,55.608,165.83599999999998,61.8,827.1209999999999,50.614,62.42,28.633,73.885,187.069,114.116,135.048,87.066,28.881,78.063,78.063,78.063,78.063,459.957,751.932,167.41500000000002,30.304,78.063,78.063,38.902,38.293,64.101,109.007,50.206,167.555,51.458000000000006,191.036,303.834,68.69800000000001,80.935,44.835,634.056,78.336,20.597,637.077,34.904,26.586,96.413,78.49000000000001,46.588,149.231,66.785,46.688,88.773,199.694,56.207,60.334,480.1166666666666,32.947,89.10799999999999,94.53,72.947,575.904,121.809,216.209,340.1,44.938,554.3439999999999,91.725,129.962,35.237,77.05799999999999,70.361,84.18199999999999,110.691,55.223,40.295,119.608,66.886,30.51,49.934,140.75799999999998,75.42,67.816,385.688,40.403000000000006,60.607000000000006,78.625,74.438,33.132,32.956,146.534,78.19000000000001,27.645,163.826,29.07,64.60499999999999,166.17000000000002,53.934000000000005,52.009,27.291000000000004,58.112,66.446,26.892000000000003,173.058,71.455,45.604,52.009,148.78,37.839,75.466,114.63899999999998,127.808,86.59400000000001,141.721,54.923,68.88300000000001,25.939,111.349,529.706,88.123,14.847,230.79,98.99,15.055,266.264,56.61,86.213,56.30800000000001,47.36,61.57899999999999,30.783,57.049,62.238,38.79600000000001,145.946,81.324,153.374,68.223,56.425,64.81899999999999,30.164,69.776,63.438,53.535,55.963,40.705,55.461,261.946,12.811000000000002,84.19800000000001,113.805,71.525,152.422,41.222,26.573,26.452
