n_his,gcn_h,att_h,ff_h,dropout,lr,wd,att_heads,val_rmse,elapsed_s
8,256,128,256,0.3,0.0001,0.0001,4,1.151816,18.6
8,256,128,256,0.3,0.0001,0.001,2,1.15538,14.5
8,256,128,256,0.3,0.0001,0.001,4,1.144119,13.0
12,64,64,128,0.1,0.001,0.0001,2,1.250923,6.1
12,64,64,128,0.1,0.001,0.0001,4,1.211441,6.1
12,64,64,128,0.1,0.001,0.001,2,1.286902,7.7
12,64,64,128,0.1,0.001,0.001,4,1.25446,6.5
12,64,64,128,0.1,0.0005,0.0001,2,1.223214,4.5
12,64,64,128,0.1,0.0005,0.0001,4,1.234324,5.0
12,64,64,128,0.1,0.0005,0.001,2,1.243274,5.1
12,64,64,128,0.1,0.0005,0.001,4,1.242811,5.2
12,64,64,128,0.1,0.0001,0.0001,2,1.198667,8.4
12,64,64,128,0.1,0.0001,0.0001,4,1.206881,9.8
12,64,64,128,0.1,0.0001,0.001,2,1.194262,8.3
12,64,64,128,0.1,0.0001,0.001,4,1.193332,7.5
12,64,64,128,0.2,0.001,0.0001,2,1.28697,4.5
12,64,64,128,0.2,0.001,0.0001,4,1.248783,4.9
12,64,64,128,0.2,0.001,0.001,2,1.235759,5.2
12,64,64,128,0.2,0.001,0.001,4,1.337646,4.4
12,64,64,128,0.2,0.0005,0.0001,2,1.219683,4.3
12,64,64,128,0.2,0.0005,0.0001,4,1.230486,5.1
12,64,64,128,0.2,0.0005,0.001,2,1.227453,4.7
12,64,64,128,0.2,0.0005,0.001,4,1.200753,4.4
12,64,64,128,0.2,0.0001,0.0001,2,1.189719,4.9
12,64,64,128,0.2,0.0001,0.0001,4,1.196557,4.5
12,64,64,128,0.2,0.0001,0.001,2,1.191613,14.2
12,64,64,128,0.2,0.0001,0.001,4,1.185108,14.4
12,64,64,128,0.3,0.001,0.0001,2,1.240393,6.6
12,64,64,128,0.3,0.001,0.0001,4,1.253068,11.4
12,64,64,128,0.3,0.001,0.001,2,1.214292,8.9
12,64,64,128,0.3,0.001,0.001,4,1.26649,9.5
12,64,64,128,0.3,0.0005,0.0001,2,1.208142,5.3
12,64,64,128,0.3,0.0005,0.0001,4,1.196557,7.2
12,64,64,128,0.3,0.0005,0.001,2,1.224763,5.1
12,64,64,128,0.3,0.0005,0.001,4,1.229378,4.3
12,64,64,128,0.3,0.0001,0.0001,2,1.193603,10.8
12,64,64,128,0.3,0.0001,0.0001,4,1.203356,10.3
12,64,64,128,0.3,0.0001,0.001,2,1.18855,6.2
12,64,64,128,0.3,0.0001,0.001,4,1.198569,7.4
12,64,64,256,0.1,0.001,0.0001,2,1.260957,6.8
12,64,64,256,0.1,0.001,0.0001,4,1.277396,6.8
12,64,64,256,0.1,0.001,0.001,2,1.312436,8.6
12,64,64,256,0.1,0.001,0.001,4,1.301511,8.2
12,64,64,256,0.1,0.0005,0.0001,2,1.30429,7.3
12,64,64,256,0.1,0.0005,0.0001,4,1.242694,8.3
12,64,64,256,0.1,0.0005,0.001,2,1.198793,9.9
12,64,64,256,0.1,0.0005,0.001,4,1.221517,6.8
12,64,64,256,0.1,0.0001,0.0001,2,1.195398,7.2
12,64,64,256,0.1,0.0001,0.0001,4,1.201813,10.4
12,64,64,256,0.1,0.0001,0.001,2,1.189191,4.5
12,64,64,256,0.1,0.0001,0.001,4,1.186226,5.4
12,64,64,256,0.2,0.001,0.0001,2,1.266179,5.0
12,64,64,256,0.2,0.001,0.0001,4,1.26183,5.8
12,64,64,256,0.2,0.001,0.001,2,1.291206,5.2
12,64,64,256,0.2,0.001,0.001,4,1.299001,6.4
12,64,64,256,0.2,0.0005,0.0001,2,1.239794,6.5
12,64,64,256,0.2,0.0005,0.0001,4,1.293654,9.5
12,64,64,256,0.2,0.0005,0.001,2,1.214752,8.3
12,64,64,256,0.2,0.0005,0.001,4,1.226596,9.0
12,64,64,256,0.2,0.0001,0.0001,2,1.205403,13.2
12,64,64,256,0.2,0.0001,0.0001,4,1.210855,9.0
12,64,64,256,0.2,0.0001,0.001,2,1.180439,5.4
12,64,64,256,0.2,0.0001,0.001,4,1.20112,7.7
12,64,64,256,0.3,0.001,0.0001,2,1.241184,3.6
12,64,64,256,0.3,0.001,0.0001,4,1.270726,4.1
12,64,64,256,0.3,0.001,0.001,2,1.308611,3.8
12,64,64,256,0.3,0.001,0.001,4,1.337508,3.9
12,64,64,256,0.3,0.0005,0.0001,2,1.22352,3.5
12,64,64,256,0.3,0.0005,0.0001,4,1.232088,4.7
12,64,64,256,0.3,0.0005,0.001,2,1.227057,4.6
12,64,64,256,0.3,0.0005,0.001,4,1.217731,4.6
12,64,64,256,0.3,0.0001,0.0001,2,1.192396,4.8
12,64,64,256,0.3,0.0001,0.0001,4,1.197571,8.2
12,64,64,256,0.3,0.0001,0.001,2,1.193817,5.0
12,64,64,256,0.3,0.0001,0.001,4,1.193031,6.6
12,64,128,128,0.1,0.001,0.0001,2,1.360473,4.2
12,64,128,128,0.1,0.001,0.0001,4,1.240214,4.8
12,64,128,128,0.1,0.001,0.001,2,1.222171,4.3
12,64,128,128,0.1,0.001,0.001,4,1.2567,5.3
12,64,128,128,0.1,0.0005,0.0001,2,1.222728,4.4
12,64,128,128,0.1,0.0005,0.0001,4,1.245462,5.6
12,64,128,128,0.1,0.0005,0.001,2,1.231221,7.0
12,64,128,128,0.1,0.0005,0.001,4,1.281367,7.3
12,64,128,128,0.1,0.0001,0.0001,2,1.192199,17.5
12,64,128,128,0.1,0.0001,0.0001,4,1.217049,8.6
12,64,128,128,0.1,0.0001,0.001,2,1.202403,4.2
12,64,128,128,0.1,0.0001,0.001,4,1.197015,5.4
12,64,128,128,0.2,0.001,0.0001,2,1.221363,4.9
12,64,128,128,0.2,0.001,0.0001,4,1.249155,4.9
12,64,128,128,0.2,0.001,0.001,2,1.256453,5.2
12,64,128,128,0.2,0.001,0.001,4,1.222216,4.6
12,64,128,128,0.2,0.0005,0.0001,2,1.233531,4.6
12,64,128,128,0.2,0.0005,0.0001,4,1.223657,6.5
12,64,128,128,0.2,0.0005,0.001,2,1.255755,4.4
12,64,128,128,0.2,0.0005,0.001,4,1.244846,5.3
12,64,128,128,0.2,0.0001,0.0001,2,1.203771,4.5
12,64,128,128,0.2,0.0001,0.0001,4,1.194193,4.7
12,64,128,128,0.2,0.0001,0.001,2,1.193559,4.5
12,64,128,128,0.2,0.0001,0.001,4,1.196205,4.7
12,64,128,128,0.3,0.001,0.0001,2,1.254561,5.5
12,64,128,128,0.3,0.001,0.0001,4,1.26906,4.8
12,64,128,128,0.3,0.001,0.001,2,1.257811,3.9
12,64,128,128,0.3,0.001,0.001,4,1.210009,4.7
12,64,128,128,0.3,0.0005,0.0001,2,1.20022,9.1
12,64,128,128,0.3,0.0005,0.0001,4,1.224127,4.6
12,64,128,128,0.3,0.0005,0.001,2,1.247708,4.2
12,64,128,128,0.3,0.0005,0.001,4,1.207098,4.4
12,64,128,128,0.3,0.0001,0.0001,2,1.19196,6.6
12,64,128,128,0.3,0.0001,0.0001,4,1.198396,4.7
12,64,128,128,0.3,0.0001,0.001,2,1.18753,4.2
12,64,128,128,0.3,0.0001,0.001,4,1.199952,4.5
12,64,128,256,0.1,0.001,0.0001,2,1.180755,4.9
12,64,128,256,0.1,0.001,0.0001,4,1.314997,5.5
12,64,128,256,0.1,0.001,0.001,2,1.222343,5.9
12,64,128,256,0.1,0.001,0.001,4,1.26546,5.6
12,64,128,256,0.1,0.0005,0.0001,2,1.267816,5.7
12,64,128,256,0.1,0.0005,0.0001,4,1.228231,6.8
12,64,128,256,0.1,0.0005,0.001,2,1.226509,6.1
12,64,128,256,0.1,0.0005,0.001,4,1.213121,5.7
12,64,128,256,0.1,0.0001,0.0001,2,1.197703,5.1
12,64,128,256,0.1,0.0001,0.0001,4,1.186269,4.9
12,64,128,256,0.1,0.0001,0.001,2,1.207,8.2
12,64,128,256,0.1,0.0001,0.001,4,1.183117,4.9
12,64,128,256,0.2,0.001,0.0001,2,1.212934,5.3
12,64,128,256,0.2,0.001,0.0001,4,1.195289,5.9
12,64,128,256,0.2,0.001,0.001,2,1.216337,5.3
12,64,128,256,0.2,0.001,0.001,4,1.248324,5.8
12,64,128,256,0.2,0.0005,0.0001,2,1.235946,5.1
12,64,128,256,0.2,0.0005,0.0001,4,1.223361,4.9
12,64,128,256,0.2,0.0005,0.001,2,1.194869,6.2
12,64,128,256,0.2,0.0005,0.001,4,1.222278,5.3
12,64,128,256,0.2,0.0001,0.0001,2,1.220494,8.1
12,64,128,256,0.2,0.0001,0.0001,4,1.201401,5.8
12,64,128,256,0.2,0.0001,0.001,2,1.207733,7.0
12,64,128,256,0.2,0.0001,0.001,4,1.189372,5.5
12,64,128,256,0.3,0.001,0.0001,2,1.208924,9.7
12,64,128,256,0.3,0.001,0.0001,4,1.321686,5.1
12,64,128,256,0.3,0.001,0.001,2,1.395903,5.2
12,64,128,256,0.3,0.001,0.001,4,1.332273,5.5
12,64,128,256,0.3,0.0005,0.0001,2,1.23597,5.0
12,64,128,256,0.3,0.0005,0.0001,4,1.222219,5.7
12,64,128,256,0.3,0.0005,0.001,2,1.232922,4.7
12,64,128,256,0.3,0.0005,0.001,4,1.220009,4.9
12,64,128,256,0.3,0.0001,0.0001,2,1.204162,10.9
12,64,128,256,0.3,0.0001,0.0001,4,1.197952,5.6
12,64,128,256,0.3,0.0001,0.001,2,1.205817,7.1
12,64,128,256,0.3,0.0001,0.001,4,1.198006,5.1
12,128,64,128,0.1,0.001,0.0001,2,1.251371,3.6
12,128,64,128,0.1,0.001,0.0001,4,1.25056,3.5
12,128,64,128,0.1,0.001,0.001,2,1.247145,3.6
12,128,64,128,0.1,0.001,0.001,4,1.231424,3.8
12,128,64,128,0.1,0.0005,0.0001,2,1.266432,3.4
12,128,64,128,0.1,0.0005,0.0001,4,1.288294,3.7
12,128,64,128,0.1,0.0005,0.001,2,1.237331,3.3
12,128,64,128,0.1,0.0005,0.001,4,1.261477,4.4
12,128,64,128,0.1,0.0001,0.0001,2,1.208899,5.0
12,128,64,128,0.1,0.0001,0.0001,4,1.212653,3.9
12,128,64,128,0.1,0.0001,0.001,2,1.195404,5.1
12,128,64,128,0.1,0.0001,0.001,4,1.196172,4.0
12,128,64,128,0.2,0.001,0.0001,2,1.19754,3.3
12,128,64,128,0.2,0.001,0.0001,4,1.39293,4.0
12,128,64,128,0.2,0.001,0.001,2,1.286847,4.2
12,128,64,128,0.2,0.001,0.001,4,1.278228,4.1
12,128,64,128,0.2,0.0005,0.0001,2,1.31108,4.5
12,128,64,128,0.2,0.0005,0.0001,4,1.24776,3.8
12,128,64,128,0.2,0.0005,0.001,2,1.253546,3.6
12,128,64,128,0.2,0.0005,0.001,4,1.255782,4.3
12,128,64,128,0.2,0.0001,0.0001,2,1.213048,6.2
12,128,64,128,0.2,0.0001,0.0001,4,1.198422,4.9
12,128,64,128,0.2,0.0001,0.001,2,1.206865,6.1
12,128,64,128,0.2,0.0001,0.001,4,1.203412,6.5
12,128,64,128,0.3,0.001,0.0001,2,1.327056,3.5
12,128,64,128,0.3,0.001,0.0001,4,1.254984,3.9
12,128,64,128,0.3,0.001,0.001,2,1.308316,3.5
12,128,64,128,0.3,0.001,0.001,4,1.206837,4.1
12,128,64,128,0.3,0.0005,0.0001,2,1.244115,3.1
12,128,64,128,0.3,0.0005,0.0001,4,1.230405,4.0
12,128,64,128,0.3,0.0005,0.001,2,1.231787,3.1
12,128,64,128,0.3,0.0005,0.001,4,1.245422,3.7
12,128,64,128,0.3,0.0001,0.0001,2,1.197626,6.3
12,128,64,128,0.3,0.0001,0.0001,4,1.186473,4.9
12,128,64,128,0.3,0.0001,0.001,2,1.19575,4.9
12,128,64,128,0.3,0.0001,0.001,4,1.202055,7.6
12,128,64,256,0.1,0.001,0.0001,2,1.337411,3.9
12,128,64,256,0.1,0.001,0.0001,4,1.299118,4.2
12,128,64,256,0.1,0.001,0.001,2,1.328282,4.0
12,128,64,256,0.1,0.001,0.001,4,1.235636,4.4
12,128,64,256,0.1,0.0005,0.0001,2,1.266029,4.5
12,128,64,256,0.1,0.0005,0.0001,4,1.278,5.1
12,128,64,256,0.1,0.0005,0.001,2,1.304723,3.7
12,128,64,256,0.1,0.0005,0.001,4,1.239561,4.5
12,128,64,256,0.1,0.0001,0.0001,2,1.196165,5.8
12,128,64,256,0.1,0.0001,0.0001,4,1.191532,4.2
12,128,64,256,0.1,0.0001,0.001,2,1.188788,5.1
12,128,64,256,0.1,0.0001,0.001,4,1.205737,6.2
12,128,64,256,0.2,0.001,0.0001,2,1.230486,4.3
12,128,64,256,0.2,0.001,0.0001,4,1.21505,4.2
12,128,64,256,0.2,0.001,0.001,2,1.358298,4.3
12,128,64,256,0.2,0.001,0.001,4,1.378385,4.3
12,128,64,256,0.2,0.0005,0.0001,2,1.283583,4.1
12,128,64,256,0.2,0.0005,0.0001,4,1.2307,4.2
12,128,64,256,0.2,0.0005,0.001,2,1.285256,4.2
12,128,64,256,0.2,0.0005,0.001,4,1.287243,4.6
12,128,64,256,0.2,0.0001,0.0001,2,1.190452,4.3
12,128,64,256,0.2,0.0001,0.0001,4,1.19842,4.8
12,128,64,256,0.2,0.0001,0.001,2,1.185593,3.7
12,128,64,256,0.2,0.0001,0.001,4,1.192307,6.3
12,128,64,256,0.3,0.001,0.0001,2,1.281307,3.8
12,128,64,256,0.3,0.001,0.0001,4,1.319713,4.7
12,128,64,256,0.3,0.001,0.001,2,1.259346,4.4
12,128,64,256,0.3,0.001,0.001,4,1.360329,4.4
12,128,64,256,0.3,0.0005,0.0001,2,1.227705,4.1
12,128,64,256,0.3,0.0005,0.0001,4,1.270721,5.0
12,128,64,256,0.3,0.0005,0.001,2,1.240039,4.7
12,128,64,256,0.3,0.0005,0.001,4,1.246451,4.7
12,128,64,256,0.3,0.0001,0.0001,2,1.193547,5.3
12,128,64,256,0.3,0.0001,0.0001,4,1.197344,8.1
12,128,64,256,0.3,0.0001,0.001,2,1.196999,4.7
12,128,64,256,0.3,0.0001,0.001,4,1.20111,7.3
12,128,128,128,0.1,0.001,0.0001,2,1.214515,4.4
12,128,128,128,0.1,0.001,0.0001,4,1.26035,5.7
12,128,128,128,0.1,0.001,0.001,2,1.200962,4.3
12,128,128,128,0.1,0.001,0.001,4,1.190119,9.4
12,128,128,128,0.1,0.0005,0.0001,2,1.260977,4.8
12,128,128,128,0.1,0.0005,0.0001,4,1.243727,4.5
12,128,128,128,0.1,0.0005,0.001,2,1.203556,4.3
12,128,128,128,0.1,0.0005,0.001,4,1.265278,5.2
12,128,128,128,0.1,0.0001,0.0001,2,1.214413,6.5
12,128,128,128,0.1,0.0001,0.0001,4,1.203914,4.8
12,128,128,128,0.1,0.0001,0.001,2,1.196863,6.7
12,128,128,128,0.1,0.0001,0.001,4,1.202112,8.8
12,128,128,128,0.2,0.001,0.0001,2,1.25078,4.6
12,128,128,128,0.2,0.001,0.0001,4,1.2313,5.3
12,128,128,128,0.2,0.001,0.001,2,1.316158,4.6
12,128,128,128,0.2,0.001,0.001,4,1.316854,5.0
12,128,128,128,0.2,0.0005,0.0001,2,1.253773,5.2
12,128,128,128,0.2,0.0005,0.0001,4,1.241536,5.2
12,128,128,128,0.2,0.0005,0.001,2,1.211131,6.6
12,128,128,128,0.2,0.0005,0.001,4,1.215536,4.9
12,128,128,128,0.2,0.0001,0.0001,2,1.214069,7.9
12,128,128,128,0.2,0.0001,0.0001,4,1.206083,6.2
12,128,128,128,0.2,0.0001,0.001,2,1.202685,4.8
12,128,128,128,0.2,0.0001,0.001,4,1.208838,9.0
12,128,128,128,0.3,0.001,0.0001,2,1.375551,5.4
12,128,128,128,0.3,0.001,0.0001,4,1.343181,5.3
12,128,128,128,0.3,0.001,0.001,2,1.219754,4.1
12,128,128,128,0.3,0.001,0.001,4,1.279023,4.7
12,128,128,128,0.3,0.0005,0.0001,2,1.209797,4.3
12,128,128,128,0.3,0.0005,0.0001,4,1.261745,5.0
12,128,128,128,0.3,0.0005,0.001,2,1.266029,4.8
12,128,128,128,0.3,0.0005,0.001,4,1.245141,5.4
12,128,128,128,0.3,0.0001,0.0001,2,1.195054,4.7
12,128,128,128,0.3,0.0001,0.0001,4,1.194504,4.6
12,128,128,128,0.3,0.0001,0.001,2,1.203668,7.6
12,128,128,128,0.3,0.0001,0.001,4,1.205199,8.7
12,128,128,256,0.1,0.001,0.0001,2,1.271394,5.3
12,128,128,256,0.1,0.001,0.0001,4,1.276667,5.6
12,128,128,256,0.1,0.001,0.001,2,1.219618,5.1
12,128,128,256,0.1,0.001,0.001,4,1.261064,5.4
12,128,128,256,0.1,0.0005,0.0001,2,1.231215,4.9
12,128,128,256,0.1,0.0005,0.0001,4,1.231729,5.8
12,128,128,256,0.1,0.0005,0.001,2,1.284674,5.6
12,128,128,256,0.1,0.0005,0.001,4,1.238254,6.0
12,128,128,256,0.1,0.0001,0.0001,2,1.197982,5.3
12,128,128,256,0.1,0.0001,0.0001,4,1.211397,7.1
12,128,128,256,0.1,0.0001,0.001,2,1.197371,9.9
12,128,128,256,0.1,0.0001,0.001,4,1.209059,9.6
12,128,128,256,0.2,0.001,0.0001,2,1.321842,5.2
12,128,128,256,0.2,0.001,0.0001,4,1.287989,6.3
12,128,128,256,0.2,0.001,0.001,2,1.202634,5.7
12,128,128,256,0.2,0.001,0.001,4,1.221612,7.3
12,128,128,256,0.2,0.0005,0.0001,2,1.279751,5.9
12,128,128,256,0.2,0.0005,0.0001,4,1.309001,7.6
12,128,128,256,0.2,0.0005,0.001,2,1.219247,5.3
12,128,128,256,0.2,0.0005,0.001,4,1.26672,5.9
12,128,128,256,0.2,0.0001,0.0001,2,1.21074,7.1
12,128,128,256,0.2,0.0001,0.0001,4,1.219676,8.9
12,128,128,256,0.2,0.0001,0.001,2,1.197393,7.8
12,128,128,256,0.2,0.0001,0.001,4,1.211649,5.9
12,128,128,256,0.3,0.001,0.0001,2,1.458553,5.1
12,128,128,256,0.3,0.001,0.0001,4,1.286556,5.8
12,128,128,256,0.3,0.001,0.001,2,1.23993,5.9
12,128,128,256,0.3,0.001,0.001,4,1.278591,6.1
12,128,128,256,0.3,0.0005,0.0001,2,1.241778,5.8
12,128,128,256,0.3,0.0005,0.0001,4,1.228357,5.9
12,128,128,256,0.3,0.0005,0.001,2,1.240867,5.4
12,128,128,256,0.3,0.0005,0.001,4,1.251799,5.8
12,128,128,256,0.3,0.0001,0.0001,2,1.205452,11.7
12,128,128,256,0.3,0.0001,0.0001,4,1.220675,9.3
12,128,128,256,0.3,0.0001,0.001,2,1.198308,7.3
12,128,128,256,0.3,0.0001,0.001,4,1.205079,6.1
12,256,64,128,0.1,0.001,0.0001,2,1.288278,4.7
12,256,64,128,0.1,0.001,0.0001,4,1.230134,4.9
12,256,64,128,0.1,0.001,0.001,2,1.280178,4.8
12,256,64,128,0.1,0.001,0.001,4,1.20184,4.9
12,256,64,128,0.1,0.0005,0.0001,2,1.273633,4.8
12,256,64,128,0.1,0.0005,0.0001,4,1.281967,5.6
12,256,64,128,0.1,0.0005,0.001,2,1.285866,4.5
12,256,64,128,0.1,0.0005,0.001,4,1.237568,16.1
12,256,64,128,0.1,0.0001,0.0001,2,1.210877,5.5
12,256,64,128,0.1,0.0001,0.0001,4,1.216275,5.9
12,256,64,128,0.1,0.0001,0.001,2,1.208046,4.7
12,256,64,128,0.1,0.0001,0.001,4,1.221725,8.0
12,256,64,128,0.2,0.001,0.0001,2,1.287816,4.4
12,256,64,128,0.2,0.001,0.0001,4,1.252045,5.0
12,256,64,128,0.2,0.001,0.001,2,1.295825,4.7
12,256,64,128,0.2,0.001,0.001,4,1.260123,5.1
12,256,64,128,0.2,0.0005,0.0001,2,1.258551,4.1
12,256,64,128,0.2,0.0005,0.0001,4,1.250516,4.8
12,256,64,128,0.2,0.0005,0.001,2,1.305622,4.0
12,256,64,128,0.2,0.0005,0.001,4,1.296213,5.0
12,256,64,128,0.2,0.0001,0.0001,2,1.222179,6.8
12,256,64,128,0.2,0.0001,0.0001,4,1.209601,6.9
12,256,64,128,0.2,0.0001,0.001,2,1.204028,4.2
12,256,64,128,0.2,0.0001,0.001,4,1.215893,6.9
12,256,64,128,0.3,0.001,0.0001,2,1.27037,4.6
12,256,64,128,0.3,0.001,0.0001,4,1.24737,5.1
12,256,64,128,0.3,0.001,0.001,2,1.355713,4.5
12,256,64,128,0.3,0.001,0.001,4,1.343058,5.4
12,256,64,128,0.3,0.0005,0.0001,2,1.276382,4.7
12,256,64,128,0.3,0.0005,0.0001,4,1.253144,5.3
12,256,64,128,0.3,0.0005,0.001,2,1.270434,4.5
12,256,64,128,0.3,0.0005,0.001,4,1.253611,5.1
12,256,64,128,0.3,0.0001,0.0001,2,1.202634,5.6
12,256,64,128,0.3,0.0001,0.0001,4,1.212543,6.0
12,256,64,128,0.3,0.0001,0.001,2,1.217449,6.5
12,256,64,128,0.3,0.0001,0.001,4,1.205474,4.7
12,256,64,256,0.1,0.001,0.0001,2,1.300901,5.7
12,256,64,256,0.1,0.001,0.0001,4,1.273578,5.4
12,256,64,256,0.1,0.001,0.001,2,1.315753,5.3
12,256,64,256,0.1,0.001,0.001,4,1.224135,5.0
12,256,64,256,0.1,0.0005,0.0001,2,1.231797,4.9
12,256,64,256,0.1,0.0005,0.0001,4,1.250092,5.1
12,256,64,256,0.1,0.0005,0.001,2,1.288256,5.1
12,256,64,256,0.1,0.0005,0.001,4,1.285946,5.7
12,256,64,256,0.1,0.0001,0.0001,2,1.22361,5.9
12,256,64,256,0.1,0.0001,0.0001,4,1.229729,8.0
12,256,64,256,0.1,0.0001,0.001,2,1.20556,6.1
12,256,64,256,0.1,0.0001,0.001,4,1.208984,6.6
12,256,64,256,0.2,0.001,0.0001,2,1.316731,5.2
12,256,64,256,0.2,0.001,0.0001,4,1.246229,5.4
12,256,64,256,0.2,0.001,0.001,2,1.249049,5.5
12,256,64,256,0.2,0.001,0.001,4,1.257165,5.4
12,256,64,256,0.2,0.0005,0.0001,2,1.252553,5.5
12,256,64,256,0.2,0.0005,0.0001,4,1.27581,5.4
12,256,64,256,0.2,0.0005,0.001,2,1.250287,5.2
12,256,64,256,0.2,0.0005,0.001,4,1.274787,5.2
12,256,64,256,0.2,0.0001,0.0001,2,1.202631,5.5
12,256,64,256,0.2,0.0001,0.0001,4,1.214123,7.9
12,256,64,256,0.2,0.0001,0.001,2,1.210509,6.3
12,256,64,256,0.2,0.0001,0.001,4,1.206875,5.7
12,256,64,256,0.3,0.001,0.0001,2,1.292587,4.9
12,256,64,256,0.3,0.001,0.0001,4,1.252147,5.3
12,256,64,256,0.3,0.001,0.001,2,1.280409,5.2
12,256,64,256,0.3,0.001,0.001,4,1.331742,5.4
12,256,64,256,0.3,0.0005,0.0001,2,1.295961,5.5
12,256,64,256,0.3,0.0005,0.0001,4,1.259332,5.4
12,256,64,256,0.3,0.0005,0.001,2,1.302994,6.0
12,256,64,256,0.3,0.0005,0.001,4,1.277471,5.4
12,256,64,256,0.3,0.0001,0.0001,2,1.211464,7.8
12,256,64,256,0.3,0.0001,0.0001,4,1.216514,7.6
12,256,64,256,0.3,0.0001,0.001,2,1.214843,6.8
12,256,64,256,0.3,0.0001,0.001,4,1.207042,10.1
12,256,128,128,0.1,0.001,0.0001,2,1.224483,5.2
12,256,128,128,0.1,0.001,0.0001,4,1.280374,6.1
12,256,128,128,0.1,0.001,0.001,2,1.235363,11.4
12,256,128,128,0.1,0.001,0.001,4,1.230598,5.9
12,256,128,128,0.1,0.0005,0.0001,2,1.265907,5.7
12,256,128,128,0.1,0.0005,0.0001,4,1.218897,6.1
12,256,128,128,0.1,0.0005,0.001,2,1.266711,6.2
12,256,128,128,0.1,0.0005,0.001,4,1.268969,7.4
12,256,128,128,0.1,0.0001,0.0001,2,1.243135,8.3
12,256,128,128,0.1,0.0001,0.0001,4,1.218134,7.1
12,256,128,128,0.1,0.0001,0.001,2,1.204487,6.2
12,256,128,128,0.1,0.0001,0.001,4,1.220929,10.0
12,256,128,128,0.2,0.001,0.0001,2,1.221789,6.1
12,256,128,128,0.2,0.001,0.0001,4,1.283908,10.8
12,256,128,128,0.2,0.001,0.001,2,1.244655,5.4
12,256,128,128,0.2,0.001,0.001,4,1.22752,6.7
12,256,128,128,0.2,0.0005,0.0001,2,1.245603,5.9
12,256,128,128,0.2,0.0005,0.0001,4,1.259993,5.9
12,256,128,128,0.2,0.0005,0.001,2,1.267645,5.5
12,256,128,128,0.2,0.0005,0.001,4,1.3137,6.2
12,256,128,128,0.2,0.0001,0.0001,2,1.204844,6.4
12,256,128,128,0.2,0.0001,0.0001,4,1.207436,7.6
12,256,128,128,0.2,0.0001,0.001,2,1.215757,8.4
12,256,128,128,0.2,0.0001,0.001,4,1.211658,6.3
12,256,128,128,0.3,0.001,0.0001,2,1.279077,6.2
12,256,128,128,0.3,0.001,0.0001,4,1.254752,6.5
12,256,128,128,0.3,0.001,0.001,2,1.266836,6.4
12,256,128,128,0.3,0.001,0.001,4,1.322864,6.3
12,256,128,128,0.3,0.0005,0.0001,2,1.223075,5.8
12,256,128,128,0.3,0.0005,0.0001,4,1.303556,6.8
12,256,128,128,0.3,0.0005,0.001,2,1.267654,5.3
12,256,128,128,0.3,0.0005,0.001,4,1.239855,6.3
12,256,128,128,0.3,0.0001,0.0001,2,1.215635,7.5
12,256,128,128,0.3,0.0001,0.0001,4,1.225818,10.5
12,256,128,128,0.3,0.0001,0.001,2,1.205376,6.7
12,256,128,128,0.3,0.0001,0.001,4,1.213739,9.2
12,256,128,256,0.1,0.001,0.0001,2,1.244519,7.3
12,256,128,256,0.1,0.001,0.0001,4,1.199408,12.6
12,256,128,256,0.1,0.001,0.001,2,1.313746,6.7
12,256,128,256,0.1,0.001,0.001,4,1.260635,6.5
12,256,128,256,0.1,0.0005,0.0001,2,1.290948,6.2
12,256,128,256,0.1,0.0005,0.0001,4,1.253063,6.8
12,256,128,256,0.1,0.0005,0.001,2,1.270861,6.4
12,256,128,256,0.1,0.0005,0.001,4,1.249824,7.1
12,256,128,256,0.1,0.0001,0.0001,2,1.21916,9.4
12,256,128,256,0.1,0.0001,0.0001,4,1.211595,7.0
12,256,128,256,0.1,0.0001,0.001,2,1.205711,6.0
12,256,128,256,0.1,0.0001,0.001,4,1.226714,8.9
12,256,128,256,0.2,0.001,0.0001,2,1.251778,7.7
12,256,128,256,0.2,0.001,0.0001,4,1.215714,7.1
12,256,128,256,0.2,0.001,0.001,2,1.27017,6.6
12,256,128,256,0.2,0.001,0.001,4,1.270862,7.1
12,256,128,256,0.2,0.0005,0.0001,2,1.251271,6.9
12,256,128,256,0.2,0.0005,0.0001,4,1.347096,8.3
12,256,128,256,0.2,0.0005,0.001,2,1.238793,6.7
12,256,128,256,0.2,0.0005,0.001,4,1.288194,8.0
12,256,128,256,0.2,0.0001,0.0001,2,1.228025,9.5
12,256,128,256,0.2,0.0001,0.0001,4,1.212424,8.9
12,256,128,256,0.2,0.0001,0.001,2,1.21825,7.8
12,256,128,256,0.2,0.0001,0.001,4,1.219096,8.7
12,256,128,256,0.3,0.001,0.0001,2,1.32947,7.0
12,256,128,256,0.3,0.001,0.0001,4,1.255791,7.5
12,256,128,256,0.3,0.001,0.001,2,1.274495,6.6
12,256,128,256,0.3,0.001,0.001,4,1.327958,7.3
12,256,128,256,0.3,0.0005,0.0001,2,1.316353,8.1
12,256,128,256,0.3,0.0005,0.0001,4,1.296528,8.5
12,256,128,256,0.3,0.0005,0.001,2,1.265806,6.3
12,256,128,256,0.3,0.0005,0.001,4,1.255305,7.3
12,256,128,256,0.3,0.0001,0.0001,2,1.220306,8.9
12,256,128,256,0.3,0.0001,0.0001,4,1.218601,9.6
