ticker_i,ticker_j,corr,pvalue,rel_type
JPM,PEP,-0.17118240892887115,0.0013264009030535817,unconnected
JPM,TXN,-0.09766210615634918,0.06841079145669937,unconnected
JPM,VZ,-0.11683585494756699,0.029085766524076462,downstream
JPM,AMGN,-0.2552107572555542,1.3594778920378303e-06,unconnected
JPM,NEE,0.03934796527028084,0.4637243151664734,unconnected
JPM,T,-0.38309693336486816,1.2071553067045937e-13,unconnected
JPM,BA,-0.08077455312013626,0.1320565789937973,unconnected
JPM,TJX,0.004489297047257423,0.9334009885787964,unconnected
JPM,GILD,0.13699334859848022,0.01040242612361908,unconnected
JPM,ABT,-0.16873380541801453,0.0015582405030727386,unconnected
JPM,SCHW,-0.09230448305606842,0.08509106189012527,downstream
JPM,DE,0.02891950123012066,0.5902771353721619,unconnected
JPM,ETN,-0.19903920590877533,0.00018217471370007843,unconnected
JPM,PFE,0.046469707041978836,0.3867761492729187,unconnected
JPM,UNP,0.12278567254543304,0.0217741671949625,unconnected
JPM,WELL,-0.20642396807670593,0.00010258312249789014,unconnected
JPM,HON,-0.041114915162324905,0.4438795745372772,unconnected
LLY,XOM,-0.029814796522259712,0.5788177847862244,unconnected
LLY,JNJ,0.2673778235912323,3.984276872870396e-07,unconnected
LLY,ORCL,0.08334103971719742,0.1201707199215889,unconnected
LLY,COST,0.06704621762037277,0.2115047425031662,unconnected
LLY,NFLX,-0.0887160524725914,0.09799136966466904,unconnected
LLY,BAC,-0.04282548278570175,0.4251366853713989,unconnected
LLY,ABBV,0.040605466812849045,0.4495518207550049,unconnected
LLY,CAT,0.10964930802583694,0.04063395410776138,unconnected
LLY,CVX,-0.09405440837144852,0.07931573688983917,unconnected
LLY,HD,0.10142013430595398,0.058388352394104004,unconnected
LLY,INTC,0.0001578569208504632,0.9976558089256287,unconnected
LLY,PG,0.3079894781112671,4.189462110559816e-09,unconnected
LLY,CSCO,0.14573661983013153,0.006383704487234354,unconnected
LLY,KO,0.14544302225112915,0.006491986569017172,unconnected
LLY,GE,-0.14034461975097656,0.008653348311781883,unconnected
LLY,AMAT,0.021347589790821075,0.6910567283630371,unconnected
LLY,MS,0.024007147178053856,0.6549133658409119,unconnected
LLY,UNH,0.26126646995544434,7.43732357477711e-07,unconnected
LLY,MRK,-0.053883131593465805,0.31550541520118713,unconnected
LLY,GS,-0.005710765719413757,0.9153417944908142,unconnected
LLY,RTX,0.04693231359124184,0.3820612132549286,unconnected
LLY,WFC,0.007242116611450911,0.8927623629570007,unconnected
LLY,PM,0.01646173931658268,0.7592635750770569,unconnected
LLY,IBM,0.030639715492725372,0.5683531761169434,unconnected
LLY,AXP,-0.09811152517795563,0.06714268028736115,unconnected
LLY,C,0.00972799863666296,0.8563004732131958,unconnected
LLY,MCD,0.055959030985832214,0.29719534516334534,unconnected
LLY,PEP,0.03185366839170456,0.553119957447052,unconnected
LLY,TXN,0.027760498225688934,0.6052621603012085,unconnected
LLY,VZ,-0.12532782554626465,0.019172536209225655,unconnected
LLY,AMGN,0.18140050768852234,0.000661699625197798,unconnected
LLY,NEE,-0.0009839795529842377,0.9853869080543518,unconnected
LLY,T,-0.32844969630241394,3.189715991336328e-10,unconnected
LLY,BA,-0.13029982149600983,0.01485636830329895,unconnected
LLY,TJX,-0.01340862549841404,0.8028912544250488,unconnected
LLY,GILD,-0.12777289748191833,0.01692981645464897,unconnected
LLY,ABT,0.2114715576171875,6.84640253894031e-05,unconnected
LLY,SCHW,0.01883901096880436,0.7258058190345764,unconnected
LLY,DE,0.1476370394229889,0.0057211280800402164,unconnected
LLY,ETN,-0.05523855239152908,0.3034674823284149,unconnected
LLY,PFE,0.30540767312049866,5.7192468538858066e-09,unconnected
LLY,UNP,0.2661442756652832,4.524913777004258e-07,unconnected
LLY,WELL,0.0190818440169096,0.7224161624908447,unconnected
LLY,HON,0.23027567565441132,1.3927442523709033e-05,unconnected
XOM,JNJ,-0.10176574438810349,0.05753108114004135,unconnected
XOM,ORCL,0.044816941022872925,0.40390586853027344,unconnected
XOM,COST,-0.014464381150901318,0.7877284288406372,unconnected
XOM,NFLX,-0.011153959669172764,0.835516631603241,unconnected
XOM,BAC,-0.2615979313850403,7.192682573986531e-07,unconnected
XOM,ABBV,-0.04788845404982567,0.3724296987056732,unconnected
XOM,CAT,-0.05349180847406387,0.31903722882270813,downstream
XOM,CVX,0.23460297286510468,9.46775071497541e-06,unconnected
XOM,HD,-0.04550905153155327,0.3966778814792633,unconnected
