ticker_i,ticker_j,corr,pvalue,n_obs,rel_type
RTX,IBM,0.27329206466674805,2.1455771559431014e-07,349,unconnected
RTX,AXP,0.30920007824897766,3.6167786543472857e-09,349,unconnected
RTX,C,0.2081388682126999,8.951264317147434e-05,349,unconnected
RTX,MCD,0.27959921956062317,1.0908686221000607e-07,349,unconnected
RTX,PEP,0.21116650104522705,7.017705502221361e-05,349,unconnected
RTX,TXN,0.04480220749974251,0.40406107902526855,349,unconnected
RTX,VZ,0.20307090878486633,0.00013348281208891422,349,unconnected
RTX,AMGN,0.3202042579650879,9.218188434800823e-10,349,unconnected
RTX,NEE,0.10428240150213242,0.05159752815961838,349,unconnected
RTX,T,0.1910475194454193,0.00033147254725918174,349,unconnected
RTX,BA,0.03435899689793587,0.5223255157470703,349,unconnected
RTX,TJX,0.15952900052070618,0.0028015030547976494,349,unconnected
RTX,GILD,0.1292535364627838,0.01568623073399067,349,unconnected
RTX,ABT,0.21418173611164093,5.488239912665449e-05,349,unconnected
RTX,SCHW,0.022396085783839226,0.6767188310623169,349,unconnected
RTX,DE,0.3098224401473999,3.3526545983875167e-09,349,unconnected
RTX,ETN,0.17174658179283142,0.0012776815565302968,349,unconnected
RTX,PFE,0.2591473460197449,9.200904855788394e-07,349,unconnected
RTX,UNP,0.25418752431869507,1.5030880149424775e-06,349,unconnected
RTX,WELL,0.2721778154373169,2.413673314549669e-07,349,unconnected
RTX,HON,0.28345146775245667,7.156446457656784e-08,349,unconnected
WFC,PM,0.2516539990901947,1.9238657387177227e-06,349,unconnected
WFC,IBM,0.5844228863716125,2.377222613148059e-33,349,unconnected
WFC,AXP,0.6447353959083557,2.1579996350602183e-42,349,unconnected
WFC,C,0.9506962895393372,0.0,349,unconnected
WFC,MCD,0.575082004070282,4.09525451644627e-32,349,unconnected
WFC,PEP,0.28046947717666626,9.923352450869061e-08,349,unconnected
WFC,TXN,0.17221060395240784,0.0012388573959469795,349,unconnected
WFC,VZ,0.7846972346305847,0.0,349,unconnected
WFC,AMGN,0.5207427740097046,1.1936997611783268e-25,349,unconnected
WFC,NEE,0.23328183591365814,1.0660095540515613e-05,349,unconnected
WFC,T,0.6536098718643188,6.726232628759122e-44,349,unconnected
WFC,BA,0.7507463693618774,0.0,349,unconnected
WFC,TJX,0.4767870306968689,3.2837547627481505e-21,349,unconnected
WFC,GILD,0.5484818816184998,8.400489935066649e-29,349,unconnected
WFC,ABT,0.29896795749664307,1.2269273597098618e-08,349,unconnected
WFC,SCHW,0.12039454281330109,0.024495011195540428,349,unconnected
WFC,DE,0.6346064805984497,9.84748482819622e-41,349,unconnected
WFC,ETN,0.15728320181369781,0.003217990742996335,349,unconnected
WFC,PFE,0.5773767828941345,2.0523308519311564e-32,349,unconnected
WFC,UNP,0.6343166828155518,1.0962357886413044e-40,349,unconnected
WFC,WELL,0.29328233003616333,2.370284946096035e-08,349,unconnected
WFC,HON,0.6915490031242371,0.0,349,unconnected
PM,IBM,0.3197515904903412,9.762146646608016e-10,349,unconnected
PM,AXP,0.3818524181842804,1.4694383134328942e-13,349,unconnected
PM,C,0.26836884021759033,3.5954656141257146e-07,349,unconnected
PM,MCD,0.3082246780395508,4.071723402887528e-09,349,unconnected
PM,PEP,0.22676022350788116,1.8953558537759818e-05,349,unconnected
PM,TXN,0.38973841071128845,4.1678683074253264e-14,349,unconnected
PM,VZ,0.27331605553627014,2.1401392302777822e-07,349,unconnected
PM,AMGN,0.3650035858154297,1.940629514723957e-12,349,unconnected
PM,NEE,0.19552923738956451,0.00023764588695485145,349,unconnected
PM,T,0.3021245002746582,8.459570821628404e-09,349,unconnected
PM,BA,0.1260254979133606,0.018507707864046097,349,unconnected
PM,TJX,0.29996374249458313,1.091668799801937e-08,349,unconnected
PM,GILD,0.004453113302588463,0.9339373707771301,349,unconnected
PM,ABT,0.257910817861557,1.0408422213004087e-06,349,unconnected
PM,SCHW,0.1311776340007782,0.01419007871299982,349,unconnected
PM,DE,0.36182811856269836,3.1042941654735312e-12,349,unconnected
