Date,AAPL,MSFT,AMZN,WMT,JPM,ORCL,COST,PG,HD,NFLX,JNJ,BAC,ABBV,MRK,WFC,CSCO,AXP,MCD,PEP,IBM,MS,ABT,GE,INTU,GS,CAT,TXN,VZ,T,RTX,SPGI,PFE,HON,CMCSA,AMGN,LOW,SCHW,ETN,AMAT,BA,BSX,C,ADP,DE,BMY,LMT,GILD,CB,UPS,SO
2016-02-26,26.856,36.29,49.906,44.778999999999996,80.382,40.421,29.044999999999998,16.046,29.334000000000003,151.57,22.579,115.33,45.3,22.747,65.171,35.738,59.831999999999994,31.814,52.135000000000005,64.901,126.69500000000001,41.624,45.676,72.285,127.953,106.84,35.462,76.697,126.41300000000001,40.861000000000004,126.478,18.678,24.926,44.606,61.45,23.949,38.9,50.07,74.346,42.348,52.436,114.93199999999999,39.869,76.84700000000001,14.104,29.814,27.02,18.125,19.939,61.434000000000005
2016-03-04,32.918,33.488,50.028,45.874,75.164,38.924,28.214999999999996,15.782,25.669999999999998,151.57,23.062,105.843,45.3,22.192,60.477999999999994,33.432,53.673,30.448,49.628,56.501,113.678,40.195,43.554,71.276,114.171,93.186,33.154,69.23400000000001,114.82000000000001,41.214,129.24200000000002,20.059,27.443,39.55,60.983999999999995,22.575,38.9,55.791,73.90799999999999,41.214999999999996,49.459,104.197,38.964,70.658,13.428999999999998,28.833,27.02,17.032999999999998,18.093,59.482000000000006
2016-03-11,29.748,34.064,51.779999999999994,47.179,73.269,37.069,28.569,16.168,25.288,151.57,22.722,103.511,45.3,25.193,59.54600000000001,31.877,51.001,32.247,46.684000000000005,53.223,111.248,39.894999999999996,43.14,70.976,113.84,93.396,32.266,65.828,112.40900000000002,38.322,124.356,19.694,27.569,38.259,62.222,22.134999999999998,38.898,54.544000000000004,74.216,40.512,51.446000000000005,101.68499999999999,38.694,74.103,13.523000000000001,28.943,27.02,17.467,17.874000000000002,58.834
2016-03-18,28.75,34.646,50.12,43.694,67.978,35.174,27.801,15.584,23.426,151.57,22.553,94.77799999999999,45.3,25.114,57.022000000000006,29.357999999999997,45.431,30.519,45.451,48.623000000000005,102.313,38.136,39.713,71.09200000000001,103.965,83.611,29.46,60.86800000000001,105.542,35.293,116.098,19.773000000000003,26.087,34.065999999999995,60.778999999999996,20.403,39.044,51.866,74.09400000000001,37.835,49.099000000000004,93.158,38.614,70.39,12.811000000000002,27.949,27.02,16.897,16.932,58.739999999999995
2016-03-25,29.775,35.884,50.43,46.303999999999995,77.513,40.102999999999994,29.046,17.342,27.301,151.57,22.688,103.69500000000001,45.3,27.498,63.553,31.846000000000004,50.08,34.654,47.954,57.209,111.792,40.309000000000005,42.267,74.218,112.051,91.60499999999999,32.082,65.01,116.46700000000001,38.233999999999995,124.372,23.192,28.247000000000003,42.378,67.399,23.958,38.914,51.751,75.714,43.077999999999996,55.324,101.91499999999999,40.561,79.18199999999999,14.12,30.345999999999997,27.02,17.764000000000003,18.786,60.884
2016-04-01,29.816000000000003,35.835,49.354,45.108000000000004,77.615,41.857,28.845999999999997,16.575,27.347,151.57,19.743000000000002,101.742,45.3,25.264000000000003,61.61900000000001,31.934999999999995,48.939,34.353,46.61,55.001999999999995,108.657,40.352999999999994,38.756,73.36999999999999,110.86100000000002,88.304,33.052,61.331999999999994,114.03299999999999,38.361000000000004,120.498,21.869999999999997,26.590999999999998,43.193,65.269,24.985,38.912,54.025999999999996,75.756,42.398,54.31699999999999,99.89,40.057,77.924,13.955000000000002,29.639999999999997,27.02,17.358,18.541,62.92
2016-04-08,30.412,36.403,46.524,43.474000000000004,78.575,39.402,28.689,16.137,25.793,151.57,14.913999999999998,102.73800000000001,45.3,25.02,61.19199999999999,30.499000000000002,46.804,33.135000000000005,44.577999999999996,50.924,109.636,40.338,38.456,75.64200000000001,110.75999999999999,85.263,31.779999999999994,55.003,103.88,38.11,110.61399999999999,23.118000000000002,24.191000000000003,41.433,61.7,23.869999999999997,38.902,47.414,76.718,39.95,50.912,102.029,40.916000000000004,79.054,11.947,26.162,27.02,18.901,18.778,60.275999999999996
2016-04-15,30.101999999999997,33.907,46.730000000000004,40.508,73.764,42.494,28.457,16.269,25.687,151.57,14.427000000000001,99.97999999999999,45.3,25.253,60.287,30.943,46.989999999999995,34.425,44.554,52.786,104.251,39.975,36.789,71.938,106.53899999999999,79.668,31.408000000000005,55.211,99.3,37.525,108.804,23.317,23.654999999999998,42.225,60.391,23.715,38.903999999999996,45.196000000000005,75.35,40.847,51.884,98.912,39.251,80.24000000000001,11.736,26.726999999999997,27.02,21.121000000000002,18.703,58.577999999999996
2016-04-22,30.139999999999997,34.041999999999994,44.19,36.481,67.83099999999999,42.534,27.772000000000002,16.549,27.534,151.57,13.568999999999999,85.988,45.3,25.236,56.440999999999995,31.368000000000002,47.766999999999996,34.004999999999995,42.858999999999995,58.275,92.821,40.265,38.025,72.286,95.708,74.114,31.866000000000003,55.384,99.155,38.196000000000005,105.71399999999998,23.603,22.741,44.309000000000005,58.185,24.068,38.896,45.471000000000004,76.598,39.763999999999996,52.056,85.648,39.313,75.984,11.950999999999999,26.969,27.02,22.172,18.028,55.758
2016-04-29,29.774,34.114,44.402,35.372,72.51,41.992000000000004,28.647,17.589,28.397000000000002,151.57,13.151999999999997,90.243,45.3,25.229,58.136,31.912,47.849000000000004,35.329,41.17,60.89,99.431,44.79,39.120999999999995,74.4,102.946,76.033,31.839999999999996,58.053999999999995,98.51599999999999,38.029,100.928,23.35,23.913999999999998,48.513,58.044,25.761000000000003,38.892,42.4,77.358,41.528,49.774,90.19200000000001,40.452,76.671,11.65,27.831,27.02,23.253999999999998,18.496000000000002,60.65599999999999
2016-05-06,33.727,35.09,45.46,36.424,71.326,40.462,28.424,18.433,29.647000000000002,151.57,13.401,91.58,45.3,25.217,60.101,34.092999999999996,48.807,37.641,41.146,65.65599999999999,100.654,54.626,42.137,75.922,104.633,81.33500000000001,32.260000000000005,60.463,98.385,38.116,86.104,24.322,26.344,49.166999999999994,60.407999999999994,26.988,38.882,43.031,78.804,42.737,49.226,90.378,41.979,81.853,12.951999999999998,29.886000000000003,27.02,25.084,19.273000000000003,67.202
2016-05-13,33.706,35.07,46.542,35.489,69.75500000000001,40.473,27.604000000000003,17.952,29.437,151.57,12.550999999999998,90.54299999999999,45.3,25.229,59.053,32.495,47.054,35.202,40.352,63.173,100.617,54.985,41.388999999999996,73.19800000000001,103.69500000000001,84.149,32.814,61.382000000000005,91.59400000000001,38.348,86.202,24.418,26.330000000000002,45.090999999999994,59.601,25.395,38.892,49.101,79.522,42.067,47.183,89.459,40.841,80.97,13.549000000000001,28.097,27.02,24.452,19.894,66.988
2016-05-20,33.39,34.92,47.662,35.624,69.532,40.062,29.671999999999997,18.981,26.308,151.57,12.966999999999999,89.796,45.3,25.248,58.767999999999994,32.03,46.278,33.246,41.414,61.818,100.745,54.75599999999999,39.18300000000001,74.26,104.249,83.616,34.552,60.814,89.41900000000001,38.362,86.594,26.499000000000002,26.323,43.39,59.153999999999996,22.282,38.914,46.751,79.7,42.048,44.253,89.792,40.793,78.53,12.183,25.673000000000002,27.02,24.122,21.469,63.839999999999996
2016-05-27,33.481,35.284000000000006,45.08,35.041000000000004,67.76,38.92100000000001,29.417,18.508,25.962,151.57,14.475,86.21900000000001,45.3,25.238,56.778,31.915000000000003,43.606,32.897,40.454,59.146,96.336,55.242000000000004,39.138999999999996,72.17999999999999,101.087,80.917,33.376,58.879,85.259,38.222,86.566,25.781,25.381999999999998,40.701,57.008,22.261000000000003,38.903999999999996,47.35,77.91999999999999,40.618,44.876999999999995,86.21700000000001,39.364999999999995,76.22999999999999,12.254999999999999,25.592,27.02,22.691,20.818,64.852
2016-06-03,32.495,35.106,52.926,33.386,66.356,37.333000000000006,27.536,18.56,25.886000000000003,151.57,14.658000000000001,84.637,45.3,24.967,56.117999999999995,31.469,43.016,32.483,40.369,57.367999999999995,94.92,54.222,39.102,74.44200000000001,98.24600000000001,80.05,30.688,59.056,84.167,37.998000000000005,100.82000000000001,25.413,25.32,38.928999999999995,55.824,21.934,40.712,49.535000000000004,79.20599999999999,40.398,44.084,84.292,41.72,74.721,11.915000000000001,26.052,27.02,22.642,21.68,64.76
2016-06-10,42.286,37.82,55.73,33.173,65.162,39.12,30.282999999999998,18.488999999999997,25.091,151.57,15.568999999999999,83.9,45.3,25.229999999999997,55.813,31.119999999999997,41.563,32.449,41.116,57.803999999999995,95.083,54.900999999999996,39.818,73.788,97.36699999999999,74.762,31.28,57.987,79.964,38.045,101.062,26.469,24.974,37.553999999999995,57.71,21.137,47.928,46.301,79.796,39.129,44.319,84.165,42.581,70.63,11.985,24.686,27.02,21.97,21.117,63.86
2016-06-17,43.102,36.86,57.824,36.263,74.209,38.077,29.776,21.781,27.639999999999997,151.57,17.216,99.878,45.3,25.227,64.032,32.120999999999995,47.873000000000005,35.055,44.004000000000005,61.843,114.668,54.852999999999994,43.579,76.304,115.73800000000001,84.582,32.616,62.266999999999996,83.376,39.824,108.68800000000002,28.767000000000003,28.526999999999997,39.294,61.999,22.93,47.97,45.334,79.192,41.137,47.686,99.894,45.765,75.59700000000001,13.59,27.556,27.02,24.054,22.538999999999998,68.372
2016-06-24,43.674,36.488,56.888,36.037,66.687,38.612,30.165,22.81,28.193,151.57,16.409,90.46900000000001,45.3,25.967000000000002,58.311,32.17999999999999,46.0,35.285000000000004,44.116,60.371,104.64000000000001,54.799,43.205,74.186,106.01199999999999,80.279,31.453999999999997,62.25699999999999,87.19,39.832,105.92,26.806,28.165,39.03,60.894000000000005,23.574,48.001999999999995,49.886,79.59400000000001,38.442,46.517,90.739,44.358,72.926,12.732000000000001,26.26,27.02,23.199,22.004,65.006
2016-07-01,46.544,41.446000000000005,60.208000000000006,36.097,70.12899999999999,43.501999999999995,32.549,25.142,30.193,151.57,17.413,97.568,45.3,28.68,60.67,34.663,48.712,37.368,46.324,66.164,113.11800000000001,57.187,48.57,83.80199999999999,114.453,81.189,32.016000000000005,63.88199999999999,88.36,42.176,110.362,27.348000000000003,29.159,39.217,65.40599999999999,25.817,48.0,54.315,82.2,38.174,47.918,97.81800000000001,49.174,73.615,14.553,26.952999999999996,27.02,25.331,23.762999999999998,68.29400000000001
2016-07-08,44.894999999999996,35.269999999999996,58.926,33.231,64.564,43.19,31.530999999999995,22.419,27.161,151.57,16.183,89.257,45.3,28.405,55.301,33.385000000000005,45.827999999999996,35.003,48.271,65.201,106.282,56.33,46.875,79.534,107.24100000000001,76.96799999999999,29.248,61.221000000000004,83.76,40.681,105.1,24.371000000000002,28.102999999999998,36.353,63.362,22.878999999999998,47.7,54.407,81.2,34.417,45.195,89.643,47.781,71.05,12.117,25.835,27.02,22.46,22.247,63.866
2016-07-15,45.563,34.054,55.105999999999995,30.139999999999997,57.822,42.403,30.833,19.311,25.697000000000003,151.57,14.207999999999998,78.385,45.3,29.362000000000002,50.573,32.955,40.759,31.177,47.999,60.525,92.822,54.876999999999995,46.089999999999996,78.116,93.998,68.793,29.618000000000002,53.324,75.51,38.105000000000004,100.774,20.291,25.428,30.475,57.986000000000004,20.725,48.8,45.128,82.2,32.49,40.273,78.634,48.846,63.214999999999996,10.745000000000001,24.705000000000002,27.02,17.016,19.724,60.184000000000005
2016-07-22,42.588,37.662,53.218,29.485000000000003,57.402,43.431,32.269999999999996,19.387999999999998,24.356,151.57,14.094,76.22999999999999,45.3,29.418,50.827999999999996,32.564,41.364999999999995,31.657999999999998,47.118,58.323,90.09299999999999,53.303,43.839,77.32000000000001,90.957,66.255,28.630000000000003,51.065,75.341,34.160000000000004,98.776,20.32,25.15,30.856,55.31700000000001,19.918,49.962,48.506,83.798,33.124,39.753,76.57300000000001,52.355,61.172000000000004,11.145,23.769,27.02,18.602,19.677,59.116
2016-07-29,36.57899999999999,35.1,52.742,30.064999999999998,60.783,40.515,29.979999999999997,19.401,24.579,151.57,14.64,79.57000000000001,45.3,29.459000000000003,52.178,33.388,42.989999999999995,35.032,49.658,58.471000000000004,93.691,51.628,43.903,78.872,94.047,68.864,28.104000000000003,51.70399999999999,79.455,32.811,105.032,20.563,25.725,30.598000000000003,54.232000000000006,20.579,50.856,47.832,85.138,35.221,39.906,79.96900000000001,54.92,66.337,12.154,26.532999999999998,27.02,18.866,20.518,59.0
2016-08-05,37.05,35.587,53.278,30.082,64.06899999999999,43.498000000000005,31.917,20.22,23.692,151.57,14.284,83.575,45.3,29.074,53.157999999999994,33.238,43.120999999999995,35.11899999999999,49.254,55.128,98.88199999999999,50.912,44.243,78.298,102.137,68.885,29.345999999999997,49.945,79.522,32.227999999999994,103.16,21.641,25.442,29.242,52.559000000000005,20.15,50.922000000000004,43.692,89.124,33.976,39.153,83.526,59.510000000000005,66.897,12.45,25.927,27.02,19.011000000000003,20.453,59.5
2016-08-12,35.191,35.694,52.174,29.083,60.714999999999996,41.441,29.187,17.457,23.437,151.57,13.389,78.707,45.3,28.869,50.184000000000005,31.844,40.655,32.235,47.162,52.229,95.75399999999999,49.286,42.382999999999996,78.014,98.87100000000001,61.601,26.810000000000002,48.211,77.999,32.529999999999994,100.238,23.463,24.673,28.195999999999998,49.832,18.502,51.922000000000004,49.265,88.434,32.388,37.547000000000004,78.71799999999999,66.09700000000001,61.492,15.395,24.716,27.02,18.097,19.52,58.5
2016-08-19,35.124,36.010000000000005,52.714,29.131999999999998,61.064,41.36,28.381,17.429000000000002,24.096,151.57,13.309000000000001,76.466,45.3,28.147000000000002,50.451,30.160000000000004,40.748000000000005,32.284000000000006,48.427,49.541000000000004,92.766,49.037,42.666,77.02,95.84400000000001,59.617,26.966,48.803000000000004,78.084,32.762,101.114,23.805,24.217000000000002,29.826999999999998,48.827999999999996,20.511,51.646,52.307,87.416,32.259,37.294,76.804,71.237,59.79600000000001,15.335999999999999,24.832,27.02,18.313,19.448,57.9
2016-08-26,33.741,36.28,52.172000000000004,32.231,59.385000000000005,39.727,28.683,18.384999999999998,24.327,151.57,13.962,74.248,45.3,29.189,49.163,31.237000000000002,41.312,34.94,47.352000000000004,50.286,89.66499999999999,48.616,42.998000000000005,77.34200000000001,93.344,59.339,26.939999999999998,49.938,79.65799999999999,32.513999999999996,103.08399999999999,25.294999999999998,25.102999999999998,31.502,48.987,23.825,51.678999999999995,52.15,89.346,32.291000000000004,35.888,74.999,71.66499999999999,55.967999999999996,15.379,25.067,27.02,18.381,19.292,56.9
2016-09-02,35.843,36.331,50.806,32.085,58.370000000000005,38.471,27.496,18.927,24.466,151.57,14.474,74.841,45.3,30.276,48.192,32.198,40.443,35.294,45.973,47.974000000000004,88.144,47.429,42.141000000000005,77.111,92.253,59.586,26.701999999999998,49.951,78.05799999999999,34.714999999999996,89.35,25.696000000000005,25.637,31.865999999999996,48.602999999999994,23.532,52.0,52.561,87.8,33.173,35.9,74.588,71.224,54.92100000000001,16.209,26.055,27.02,18.886,20.333,56.5
2016-09-09,35.869,35.805,49.339999999999996,31.973000000000003,58.813,38.339,27.478,19.99,24.907,151.57,14.422,75.04400000000001,45.3,30.26,48.894,31.560000000000002,41.230000000000004,36.021,45.952,47.134,88.676,45.893,42.254,75.838,92.25,60.283,26.977999999999998,50.504,77.788,35.242000000000004,89.42,25.478,25.500999999999998,33.058,49.084,23.486,52.05800000000001,52.551,87.078,33.22,36.011,75.048,69.97999999999999,55.372,16.482,26.365,27.02,18.951,19.916999999999998,56.9
2016-09-16,38.101,36.858,51.21,36.034000000000006,60.467999999999996,39.327,27.583999999999996,22.240000000000002,26.294999999999998,151.57,15.565999999999999,77.827,45.3,28.983999999999998,51.577999999999996,33.536,43.234,38.849000000000004,47.768,50.403,92.36800000000001,46.146,44.37,78.09400000000001,94.548,62.696000000000005,29.195999999999998,54.607000000000006,83.072,34.445,92.146,26.328999999999997,27.429000000000002,35.82,50.387,24.906,52.194,47.254000000000005,90.865,35.215999999999994,37.305,77.429,70.94500000000001,57.709,16.794,28.35,27.02,19.020000000000003,21.602,57.5
2016-09-23,39.862,36.57,56.75,39.824,60.878,41.905,28.764,23.106,27.127999999999997,151.57,16.146,78.80799999999999,45.3,29.293,56.569,33.664,46.558,40.592,49.55800000000001,55.218,92.22200000000001,47.751999999999995,47.54,75.92699999999999,95.13399999999999,65.752,28.689999999999998,57.846000000000004,89.64,36.06,92.81,28.322000000000003,28.112000000000002,39.869,51.862,26.044,49.22,49.629000000000005,96.296,35.569,38.933,78.468,61.952999999999996,61.342,17.759,29.148000000000003,27.02,20.556,21.847,58.4
2016-09-30,40.182,37.697,57.528,42.847,66.054,42.426,29.231,24.348000000000003,26.905,151.57,16.606,83.838,45.3,30.084000000000003,60.979,32.979,47.794,42.68,48.5,55.775999999999996,96.90299999999999,47.784000000000006,48.053,78.02799999999999,101.084,64.999,28.476,57.553999999999995,91.086,36.907,79.86,31.776999999999997,28.417,42.857,52.64300000000001,25.731,43.577999999999996,49.487,97.65599999999999,35.837,39.701,83.7,34.41,61.68299999999999,20.043,29.933,27.02,21.303,22.324,60.5
2016-10-07,40.146,38.218,54.234,43.302,65.76899999999999,42.387,28.538999999999998,24.823,26.215999999999998,151.57,17.004,83.012,45.3,29.281,62.705,33.037,45.562,41.411,49.319,54.891999999999996,95.28399999999999,48.382999999999996,46.572,76.161,98.41900000000001,63.769000000000005,28.792,56.70399999999999,88.803,35.718,80.02799999999999,33.007999999999996,28.588,43.075,53.267999999999994,25.051,43.292,51.138999999999996,103.454,35.186,40.487,82.939,32.31,61.67100000000001,21.061,30.704,27.02,21.543,21.931,60.7
2016-10-14,40.31,38.644,54.336,43.572,62.747,42.562,28.576999999999998,26.038,26.235000000000003,151.57,17.109,80.261,45.3,28.297000000000004,59.472,33.419,46.058,42.391,50.592,56.345000000000006,90.946,48.471000000000004,46.742000000000004,76.729,94.521,64.265,27.413999999999998,56.477999999999994,88.501,36.15,81.29400000000001,35.041000000000004,30.419999999999998,44.424,53.1,25.049,43.256,52.375,91.502,37.039,43.044,80.25800000000001,32.120999999999995,62.590999999999994,25.915,33.052,27.02,21.453,22.77,60.0
2016-10-21,28.494999999999997,37.157000000000004,54.215999999999994,44.376,61.178999999999995,42.93300000000001,28.601999999999997,26.752,26.556,151.57,17.253,76.518,45.3,28.837,55.842000000000006,34.835,43.027,38.910000000000004,50.302,57.084,86.635,48.178,48.733,75.81800000000001,89.911,65.099,26.576,56.479,90.877,35.686,81.626,34.732,30.113999999999997,44.168,52.699,25.097,43.291000000000004,52.913,91.0,36.590999999999994,41.631,76.514,31.636000000000003,62.232000000000006,25.987000000000002,32.388999999999996,27.02,21.731,23.737000000000002,60.0
2016-10-28,28.187,34.034,53.91799999999999,44.745,61.44,42.45,28.731,25.955000000000002,27.559000000000005,151.57,17.805,77.747,45.3,29.701999999999998,58.319,33.831,38.899,36.325,51.196,56.032999999999994,87.025,48.413,45.318,77.12,89.979,68.94500000000001,26.68,59.404999999999994,93.146,35.551,81.69800000000001,35.614999999999995,30.118000000000002,44.809000000000005,51.99300000000001,26.52,43.436,52.638,90.826,35.537,40.278,78.12,32.059000000000005,63.724000000000004,24.889,31.942,27.02,21.574,23.789,60.0
2016-11-04,28.121,33.551,51.312,46.075,64.769,42.364,29.267000000000003,26.327999999999996,29.032999999999998,151.57,19.788999999999998,81.087,45.3,30.308,60.82000000000001,34.512,39.803999999999995,37.906,50.937,58.185,91.369,50.427,50.07,77.058,94.076,71.95599999999999,27.32,64.64099999999999,95.922,36.821999999999996,75.338,38.202999999999996,29.597,50.385000000000005,60.147000000000006,28.060000000000002,43.534,50.367000000000004,91.524,36.092,42.1,81.48400000000001,32.17,65.775,27.506,32.229,27.02,21.237000000000002,23.732,60.0
2016-11-11,26.365,32.155,51.24399999999999,44.613,59.083000000000006,40.041,28.781,24.907999999999998,27.375999999999998,151.57,19.637,75.58399999999999,45.3,29.612000000000002,55.102,33.481,38.452999999999996,36.0,51.324,54.629,84.103,49.468,48.425,76.36600000000001,88.38199999999999,68.175,26.351999999999997,63.319,92.426,36.055,74.616,37.527,26.999000000000002,49.75,57.861000000000004,25.927,43.763999999999996,49.618,97.28,34.477,41.527,74.313,31.711000000000002,61.910000000000004,26.566000000000003,29.518,27.02,21.232999999999997,21.404,60.4
2016-11-18,26.310000000000002,32.013999999999996,51.976,45.814,55.324,38.688,28.330000000000002,25.026,27.812,151.57,20.2,71.642,45.3,29.193,51.54,33.166000000000004,38.892,36.05,52.11899999999999,57.427,81.944,54.225,47.613,78.485,83.678,64.63199999999999,25.062,70.34700000000001,95.112,36.150999999999996,76.328,37.402,26.597,51.363,55.25699999999999,27.699,42.934000000000005,50.650999999999996,101.934,34.024,41.959,72.247,33.445,60.537,26.242,29.977999999999998,27.02,21.566,21.279,61.3
2016-11-25,24.911,31.171,50.562,45.363,59.07899999999999,38.547000000000004,29.862000000000002,25.576999999999998,27.032,151.57,19.240000000000002,75.507,45.3,29.427999999999997,52.705999999999996,34.116,38.894,36.099000000000004,52.278,56.196000000000005,86.69800000000001,64.176,49.495,77.569,89.735,62.913,25.107999999999997,72.292,95.576,36.513,76.848,37.946000000000005,27.220999999999997,51.773,54.266999999999996,27.702999999999996,41.382000000000005,49.363,105.41400000000002,33.638999999999996,41.088,75.626,34.196,57.10799999999999,25.049,29.824,27.02,20.859,20.715,61.4
2016-12-02,26.413,32.234,56.30800000000001,44.928999999999995,61.693000000000005,38.838,29.99,25.939999999999998,27.117,151.57,21.405,78.753,45.3,30.002,55.364,32.818,39.445,36.366,52.164,55.483000000000004,91.098,64.47999999999999,49.067,77.236,93.095,60.987,25.594,71.03999999999999,95.663,35.319,81.34200000000001,40.896,26.526,51.815999999999995,54.944,27.79,40.884,50.568,111.204,33.746,41.379000000000005,78.66,35.069,54.871,25.993000000000002,29.399,27.02,21.407,20.347,61.5
2016-12-09,25.307,31.252,58.922000000000004,43.928999999999995,63.961,38.581,29.585,24.301,25.47,151.57,23.788999999999998,79.08099999999999,45.3,29.282999999999998,55.15599999999999,30.918,38.063,35.7,50.414,51.408,89.462,65.37,48.009,76.501,91.753,58.126,24.804,70.913,95.858,35.431,83.784,42.186,25.128999999999998,49.811,54.897000000000006,25.269,40.37,50.372,102.41600000000001,31.886000000000003,42.839999999999996,79.594,35.754,49.56,26.137,28.905,27.02,21.505000000000003,19.676,61.3
2016-12-16,25.469,31.788999999999998,58.038,43.731,63.318,37.285000000000004,29.996,24.038999999999998,25.774,151.57,23.934,76.792,45.3,29.764,53.455999999999996,30.177999999999997,37.521,35.478,50.619,48.644,86.623,65.201,47.761,77.60900000000001,89.144,58.892999999999994,24.752000000000002,68.306,92.498,34.657,82.232,43.261,25.842000000000002,49.464999999999996,55.536,25.5,41.1,50.17,70.444,32.031,43.003,76.793,37.059,48.823,25.904000000000003,31.543,27.02,20.766,19.633,61.0
2016-12-23,25.217000000000002,33.524,56.626,44.054,64.03,33.262,29.217000000000002,22.433,25.354,151.57,23.887,75.037,45.3,29.332,53.971000000000004,29.472,37.689,34.522000000000006,50.46,47.185,86.214,61.809000000000005,47.263,76.78200000000001,90.49199999999999,59.028,25.094,68.31700000000001,92.657,34.038,81.112,43.444,25.865,48.608,55.016999999999996,25.157999999999998,41.152,48.886,71.414,31.880000000000003,42.86,75.591,37.875,48.665000000000006,25.722,31.262,27.02,21.186,19.83,61.0
2016-12-30,24.966,31.644,58.227999999999994,43.118,64.174,31.933999999999997,30.064,23.262,26.035000000000004,151.57,23.820999999999998,74.537,45.3,29.880000000000003,53.291,28.678999999999995,37.541,34.848,51.047,46.156,85.691,61.698,47.107,76.764,90.071,58.909000000000006,25.714,67.53399999999999,92.05499999999999,34.479,80.84400000000001,43.123000000000005,24.699,49.190999999999995,54.807,25.292,41.271,50.726,71.048,31.585,42.535000000000004,74.913,39.208,48.37,25.148,30.314999999999998,27.02,20.993000000000002,19.805,61.1
2017-01-06,25.357999999999997,32.341,59.431999999999995,44.244,62.807,31.333,30.119999999999997,21.224,25.311,151.57,23.636000000000003,72.309,45.3,29.986,52.51800000000001,28.335,35.855,33.677,51.315999999999995,43.942,83.34700000000001,61.586,45.873000000000005,72.732,87.89500000000001,57.821000000000005,24.528,65.905,88.953,33.524,79.128,41.821,24.512999999999998,47.581,54.087,23.925,41.074,51.928,66.548,30.276,43.029,72.497,39.201,46.616,25.082,29.562,27.02,21.101999999999997,19.234,61.8
2017-01-13,25.554,30.133,60.33200000000001,46.184000000000005,64.345,33.089,29.371999999999996,22.006,26.044,151.57,23.672,73.303,45.3,29.606,53.196000000000005,26.458,35.536,35.007,51.838,44.538,86.245,63.013,45.362,75.606,90.679,58.263,25.19,66.402,87.221,33.543,79.376,42.875,24.311,47.469,54.03099999999999,24.709,41.273,50.499,68.342,29.858999999999998,43.13,73.37100000000001,41.085,46.793,26.439,29.423000000000002,27.02,21.055,18.923,62.5
2017-01-20,26.865999999999996,26.340999999999998,61.324,49.065,63.597,39.67,30.868000000000002,23.294,27.642000000000003,151.57,24.302,72.40799999999999,45.3,29.447000000000003,52.861000000000004,26.819,35.335,35.55,51.94500000000001,45.856,85.62899999999999,62.899,44.854,74.432,90.18299999999999,60.18300000000001,25.708,71.164,87.75399999999999,33.472,78.038,43.962,24.606,47.906,54.260000000000005,27.163,41.563,49.618,69.796,30.106,43.161,72.939,41.424,46.498000000000005,27.575,29.725,27.02,20.787,19.046,62.5
2017-01-27,25.354,25.335,61.391999999999996,50.185,61.899,31.645,31.072000000000003,22.762999999999998,28.482,151.57,23.759999999999998,70.574,45.3,30.356,51.696000000000005,26.252,34.229,33.917,51.221000000000004,44.063,83.81800000000001,62.870000000000005,44.206,75.084,88.725,59.863,25.266,72.753,86.819,33.775999999999996,76.82,42.574,24.022,49.944,53.18300000000001,28.243000000000002,41.158,48.047000000000004,68.588,28.935000000000002,42.414,71.488,42.71,45.481,29.451,29.421,27.02,20.169999999999998,18.606,62.6
2017-02-03,25.253,27.02,52.327999999999996,50.784000000000006,60.602999999999994,31.48,31.342000000000002,23.497,29.764999999999997,151.57,24.282,69.228,45.3,30.353,50.728,26.141000000000002,33.136,34.126,51.79299999999999,43.082,83.244,63.17,43.935,74.864,87.753,60.048,25.110000000000003,76.667,87.109,34.646,79.392,42.836,24.011,51.152,52.972,29.754,40.414,48.195,61.452,28.014,41.799,70.43199999999999,44.066,46.208999999999996,29.732999999999997,28.26,27.02,19.196,19.767000000000003,63.7
2017-02-10,27.21,26.046000000000003,50.422000000000004,50.972,57.54,34.227,30.953999999999997,23.715,30.895999999999997,151.57,23.644,66.684,45.3,30.347,48.001999999999995,26.201999999999998,32.261,33.010000000000005,51.621,41.341,81.279,61.104,43.016,74.958,85.014,57.857000000000006,24.27,76.274,86.231,34.819,80.19800000000001,40.583,23.814999999999998,51.867,48.471000000000004,30.425,39.289,49.400999999999996,57.782,26.99,39.497,68.35900000000001,44.648,45.153,28.421,27.393,27.02,19.412,19.587,64.3
2017-02-17,27.6,26.415,49.156,46.900999999999996,55.712,34.602,30.377999999999997,22.69,29.21,151.57,22.134,65.57300000000001,45.3,30.497000000000003,46.67,25.98,30.762999999999998,30.738,49.386,39.426,80.05199999999999,59.432,41.501999999999995,74.093,83.227,56.166999999999994,25.034,72.664,84.96000000000001,34.653999999999996,77.582,38.411,23.131999999999998,51.947,45.075,28.469,40.335,49.387,59.617999999999995,26.105,37.464999999999996,66.267,45.879,43.001999999999995,26.679000000000002,25.241,27.02,18.581,18.859,63.6
